geo_type,geo_name,geo_id,stateusps,pop_tot,HU_tot,HU_100year,Pop_100year,HU_anyyear,Pop_anyyear,PH_units_100year,PH_units_tot,sub_housing_units_100year,PH_units_anyyear,sub_housing_units_anyyear,shr_hu_fp_100,shr_hu_fp_any,shr_hu_renter_fp_100,shr_hu_renter_fp_any,shr_hu_owner_fp_100,shr_hu_owner_fp_any,shr_hu_renter_fp_100_tract,shr_hu_renter_fp_any_tract,shr_hu_owner_fp_100_tract,shr_hu_owner_fp_any_tract,shr_hu_renter_tract,shr_hu_owner_tract,shr_hu_built00s_fp_100,shr_hu_built00s_fp_any,shr_hu_built8099_fp_100,shr_hu_built8099_fp_any,shr_hu_built6079_fp_100,shr_hu_built6079_fp_any,shr_hu_builtpre60_fp_100,shr_hu_builtpre60_fp_any,shr_hu_built00s_tract,shr_hu_built8099_tract,shr_hu_built6079_tract,shr_hu_builtpre60_tract,shr_hu_1fam_fp_100,shr_hu_1fam_fp_any,shr_hu_2to4fam_fp_100,shr_hu_2to4fam_fp_any,shr_hu_5to19fam_fp_100,shr_hu_5to19fam_fp_any,shr_hu_20up_fp_100,shr_hu_20up_fp_any,shr_hu_other_fp_100,shr_hu_other_fp_any,shr_hu_1fam_tract,shr_hu_2to4fam_tract,shr_hu_5to19fam_tract,shr_hu_20up_tract,shr_hu_other_tract,shr_hu_1fam_100year_oftotal,shr_hu_1fam_anyyear_oftotal,shr_hu_2to4fam_100year_oftotal,shr_hu_2to4fam_anyyear_oftotal,shr_hu_5to19fam_100year_oftotal,shr_hu_5to19fam_anyyear_oftotal,shr_hu_20up_100year_oftotal,shr_hu_20up_anyyear_oftotal,shr_hu_other_100year_oftotal,shr_hu_other_anyyear_oftotal,shr_hu_pre60_fp_100_1fam,shr_hu_pre60_fp_any_1fam,shr_hu_pre60_fp_100_2to4fam,shr_hu_pre60_fp_any_2to4fam,shr_hu_pre60_fp_100_5to19fam,shr_hu_pre60_fp_any_5to19fam,shr_hu_pre60_fp_100_20up,shr_hu_pre60_fp_any_20up,shr_hu_pre60_fp_100_Other,shr_hu_pre60_fp_any_Other,shr_pop_asian_fp_100,shr_pop_asian_fp_any,shr_pop_black_fp_100,shr_pop_black_fp_any,shr_pop_hispanic_fp_100,shr_pop_hispanic_fp_any,shr_pop_white_fp_100,shr_pop_white_fp_any,shr_pop_asian_tract,shr_pop_black_tract,shr_pop_hispanic_tract,shr_pop_white_tract,shr_hu_under18_fp_100,shr_hu_under18_fp_any,shr_hu_65up_fp_100,shr_hu_65up_fp_any,shr_hu_under18_tract,shr_hu_65up_tract,shr_pop_poverty_fp_100,shr_pop_poverty_fp_any,shr_pop_poverty_tract,shr_hu_incless25_fp_100,shr_hu_incless25_fp_any,shr_hu_inc25to50_fp_100,shr_hu_inc25to50_fp_any,shr_hu_inc50to75_fp_100,shr_hu_inc50to75_fp_any,shr_hu_inc75up_fp_100,shr_hu_inc75up_fp_any,shr_hu_incless25_tract,shr_hu_inc25to50_tract,shr_hu_inc50to75_tract,shr_hu_inc75up_tract
Census Tract,48001950100,48001950100,TX,5166,114,9.524934383,431.6299213,9.524934383,431.6299213,,,,,,0.083552056,0.083552056,0.868686869,0.868686869,0.131313131,0.131313131,0.083552056,0.083552056,0.083552056,0.083552056,0.868686869,0.131313131,0.02631579,0.02631579,0.684210526,0.684210526,0.289473684,0.289473684,0,0,0.02631579,0.684210526,0.289473684,0,0.289473684,0.289473684,0.421052632,0.421052632,0.228070175,0.228070175,0,0,0.061403509,0.061403509,0.289473684,0.421052632,0.228070175,0,0.061403509,0.083552056,0.083552056,0.083552056,0.083552056,0.083552056,0.083552056,,,0.083552056,0.083552056,,,,,,,,,,,0.006000774,0.006000774,0.391018196,0.391018196,0.269454123,0.269454123,0.333526907,0.333526907,0.006000774,0.391018196,0.269454123,0.333526907,0.535353535,0.535353535,0.03030303,0.03030303,0.535353535,0.03030303,0.36627907,0.36627907,0.36627907,0.424242424,0.424242424,0.202020202,0.202020202,0.101010101,0.101010101,0.272727273,0.272727273,0.424242424,0.202020202,0.101010101,0.272727273
Census Tract,48001950402,48001950402,TX,4587,1657,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0.394772118,0.605227882,,,,,,,,,0.144840072,0.196741098,0.292094146,0.366324683,,,,,,,,,,,0.721786361,0.033192517,0.176222088,0.068799034,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.001744059,0.210159145,0.316328755,0.446697188,,,,,0.384718499,0.256032172,,,0.326294732,,,,,,,,,0.370643432,0.378686327,0.107238606,0.143431635
Census Tract,48001950500,48001950500,TX,6658,2479,72.54942021,194.8503589,72.54942021,194.8503589,,,,,,0.029265599,0.029265599,0.377906977,0.377906977,0.622093023,0.622093023,0.029265599,0.029265599,0.029265599,0.029265599,0.377906977,0.622093023,0.083501412,0.083501412,0.292456636,0.292456636,0.463493344,0.463493344,0.160548608,0.160548608,0.083501412,0.292456636,0.463493344,0.160548608,0.793868495,0.793868495,0.004033885,0.004033885,0.005647439,0.005647439,0,0,0.196450182,0.196450182,0.793868495,0.004033885,0.005647439,0,0.196450182,0.029265599,0.029265599,0.029265599,0.029265599,0.029265599,0.029265599,,,0.029265599,0.029265599,1,1,0,0,0,0,0,0,0,0,0.000901172,0.000901172,0.296485431,0.296485431,0.180835086,0.180835086,0.5031541,0.5031541,0.000901172,0.296485431,0.180835086,0.5031541,0.416368515,0.416368515,0.252683363,0.252683363,0.416368515,0.252683363,0.178408051,0.178408051,0.178408051,0.302772809,0.302772809,0.293828265,0.293828265,0.228980322,0.228980322,0.174418605,0.174418605,0.302772809,0.293828265,0.228980322,0.174418605
Census Tract,48001950600,48001950600,TX,2644,1155,5.519713262,12.63560335,5.519713262,12.63560335,,,,,,0.004778973,0.004778973,0.558516802,0.558516802,0.441483198,0.441483198,0.004778973,0.004778973,0.004778973,0.004778973,0.558516802,0.441483198,0.078787879,0.078787879,0.133333333,0.133333333,0.18961039,0.18961039,0.598268398,0.598268398,0.078787879,0.133333333,0.18961039,0.598268398,0.794805195,0.794805195,0.12987013,0.12987013,0.011255411,0.011255411,0.055411255,0.055411255,0.008658009,0.008658009,0.794805195,0.12987013,0.011255411,0.055411255,0.008658009,0.004778973,0.004778973,0.004778973,0.004778973,0.004778973,0.004778973,0.004778973,0.004778973,0.004778973,0.004778973,0.88045977,0.88045977,0.087356322,0.087356322,0,0,0.032183908,0.032183908,0,0,0.001134645,0.001134645,0.320726173,0.320726173,0.374810893,0.374810893,0.27193646,0.27193646,0.001134645,0.320726173,0.374810893,0.27193646,0.397450753,0.397450753,0.237543453,0.237543453,0.397450753,0.237543453,0.334290402,0.334290402,0.334290402,0.39976825,0.39976825,0.376593279,0.376593279,0.098493627,0.098493627,0.125144844,0.125144844,0.39976825,0.376593279,0.098493627,0.125144844
Census Tract,48001950700,48001950700,TX,4871,2214,54.24500907,119.3439202,54.24500907,119.3439202,,,,,,0.024500907,0.024500907,0.463227784,0.463227784,0.536772217,0.536772217,0.024500907,0.024500907,0.024500907,0.024500907,0.463227784,0.536772217,0.107497742,0.107497742,0.196928636,0.196928636,0.337850045,0.337850045,0.357723577,0.357723577,0.107497742,0.196928636,0.337850045,0.357723577,0.715447155,0.715447155,0.077687444,0.077687444,0.113369467,0.113369467,0.080849142,0.080849142,0.012646793,0.012646793,0.715447155,0.077687444,0.113369467,0.080849142,0.012646793,0.024500907,0.024500907,0.024500907,0.024500907,0.024500907,0.024500907,0.024500907,0.024500907,0.024500907,0.024500907,1,1,0,0,0,0,0,0,0,0,0.038595771,0.038595771,0.244508315,0.244508315,0.074727982,0.074727982,0.621227674,0.621227674,0.038595771,0.244508315,0.074727982,0.621227674,0.306945863,0.306945863,0.299284985,0.299284985,0.306945863,0.299284985,0.165879696,0.165879696,0.165879696,0.227272727,0.227272727,0.260980592,0.260980592,0.234933606,0.234933606,0.276813075,0.276813075,0.227272727,0.260980592,0.234933606,0.276813075
Census Tract,48001950800,48001950800,TX,5751,2219,23.76194399,61.58401977,53.00741351,137.3797364,,,,,,0.010708402,0.023887974,0.15766503,0.15766503,0.84233497,0.84233497,0.010708402,0.023887974,0.010708402,0.023887974,0.15766503,0.84233497,0.257323119,0.257323119,0.465525011,0.465525011,0.166741776,0.166741776,0.110410095,0.110410095,0.257323119,0.465525011,0.166741776,0.110410095,0.637223975,0.637223975,0.003154574,0.003154574,0,0,0,0,0.359621451,0.359621451,0.637223975,0.003154574,0,0,0.359621451,0.010708402,0.023887974,0.010708402,0.023887974,,,,,0.010708402,0.023887974,1,1,0,0,0,0,0,0,0,0,0.004694836,0.004694836,0.113023822,0.113023822,0.144148844,0.144148844,0.720918101,0.720918101,0.004694836,0.113023822,0.144148844,0.720918101,0.332242226,0.332242226,0.314784506,0.314784506,0.332242226,0.314784506,0.157488751,0.157488751,0.157488751,0.266230224,0.266230224,0.365521004,0.365521004,0.136933988,0.136933988,0.231314785,0.231314785,0.266230224,0.365521004,0.136933988,0.231314785
Census Tract,48001950901,48001950901,TX,4980,2223,78.78448276,176.4942529,78.78448276,176.4942529,,,,,,0.035440613,0.035440613,0.277504105,0.277504105,0.722495895,0.722495895,0.035440613,0.035440613,0.035440613,0.035440613,0.277504105,0.722495895,0.246963563,0.246963563,0.472784525,0.472784525,0.203328835,0.203328835,0.076923077,0.076923077,0.246963563,0.472784525,0.203328835,0.076923077,0.58974359,0.58974359,0.031938821,0.031938821,0.01934323,0.01934323,0,0,0.358974359,0.358974359,0.58974359,0.031938821,0.01934323,0,0.358974359,0.035440613,0.035440613,0.035440613,0.035440613,0.035440613,0.035440613,,,0.035440613,0.035440613,1,1,0,0,0,0,0,0,0,0,0.00502008,0.00502008,0.086947791,0.086947791,0.076305221,0.076305221,0.827108434,0.827108434,0.00502008,0.086947791,0.076305221,0.827108434,0.314723591,0.314723591,0.405035577,0.405035577,0.314723591,0.405035577,0.169959677,0.169959677,0.169959677,0.32785988,0.32785988,0.28407225,0.28407225,0.122605364,0.122605364,0.265462507,0.265462507,0.32785988,0.28407225,0.122605364,0.265462507
Census Tract,48001950902,48001950902,TX,7079,3369,211.5519009,444.516446,211.5519009,444.516446,,,,,,0.062793678,0.062793678,0.18018018,0.18018018,0.81981982,0.81981982,0.062793678,0.062793678,0.062793678,0.062793678,0.18018018,0.81981982,0.24814485,0.24814485,0.376669635,0.376669635,0.237162363,0.237162363,0.138023152,0.138023152,0.24814485,0.376669635,0.237162363,0.138023152,0.676758682,0.676758682,0.011872959,0.011872959,0,0,0.001780944,0.001780944,0.309587415,0.309587415,0.676758682,0.011872959,0,0.001780944,0.309587415,0.062793678,0.062793678,0.062793678,0.062793678,,,0.062793678,0.062793678,0.062793678,0.062793678,0.969187675,0.969187675,0,0,0,0,0.005602241,0.005602241,0.025210084,0.025210084,0,0,0.038564769,0.038564769,0.080378585,0.080378585,0.86608278,0.86608278,0,0.038564769,0.080378585,0.86608278,0.369369369,0.369369369,0.293139293,0.293139293,0.369369369,0.293139293,0.116486681,0.116486681,0.116486681,0.246015246,0.246015246,0.268191268,0.268191268,0.208246708,0.208246708,0.277546778,0.277546778,0.246015246,0.268191268,0.208246708,0.277546778
Census Tract,48001951000,48001951000,TX,4595,2311,94.74298329,188.3790602,94.74298329,188.3790602,,,,,,0.040996531,0.040996531,0.215123095,0.215123095,0.784876905,0.784876905,0.040996531,0.040996531,0.040996531,0.040996531,0.215123095,0.784876905,0.257464301,0.257464301,0.412375595,0.412375595,0.223712679,0.223712679,0.106447425,0.106447425,0.257464301,0.412375595,0.223712679,0.106447425,0.592816962,0.592816962,0.022933795,0.022933795,0,0,0,0,0.384249243,0.384249243,0.592816962,0.022933795,0,0,0.384249243,0.040996531,0.040996531,0.040996531,0.040996531,,,,,0.040996531,0.040996531,1,1,0,0,0,0,0,0,0,0,0.008922742,0.008922742,0.109466812,0.109466812,0.11773667,0.11773667,0.762132753,0.762132753,0.008922742,0.109466812,0.11773667,0.762132753,0.264947245,0.264947245,0.362250879,0.362250879,0.264947245,0.362250879,0.150816105,0.150816105,0.150816105,0.280187573,0.280187573,0.254396249,0.254396249,0.178194607,0.178194607,0.287221571,0.287221571,0.280187573,0.254396249,0.178194607,0.287221571
Census Tract,48001951100,48001951100,TX,2160,738,28.2667282,82.7318874,28.2667282,82.7318874,,,,,,0.0383018,0.0383018,0.238028169,0.238028169,0.761971831,0.761971831,0.0383018,0.0383018,0.0383018,0.0383018,0.238028169,0.761971831,0.269647697,0.269647697,0.472899729,0.472899729,0.176151762,0.176151762,0.081300813,0.081300813,0.269647697,0.472899729,0.176151762,0.081300813,0.815718157,0.815718157,0,0,0,0,0,0,0.184281843,0.184281843,0.815718157,0,0,0,0.184281843,0.0383018,0.0383018,,,,,,,0.0383018,0.0383018,1,1,0,0,0,0,0,0,0,0,0.029166667,0.029166667,0.012037037,0.012037037,0.256018519,0.256018519,0.686111111,0.686111111,0.029166667,0.012037037,0.256018519,0.686111111,0.421126761,0.421126761,0.197183099,0.197183099,0.421126761,0.197183099,0.038888889,0.038888889,0.038888889,0.056338028,0.056338028,0.201408451,0.201408451,0.088732394,0.088732394,0.653521127,0.653521127,0.056338028,0.201408451,0.088732394,0.653521127
Census Tract,48005000101,48005000101,TX,4801,1696,165.2302738,467.7302738,165.2302738,467.7302738,,,,,,0.097423511,0.097423511,0.177718833,0.177718833,0.822281167,0.822281167,0.097423511,0.097423511,0.097423511,0.097423511,0.177718833,0.822281167,0.359669811,0.359669811,0.308962264,0.308962264,0.191037736,0.191037736,0.140330189,0.140330189,0.359669811,0.308962264,0.191037736,0.140330189,0.755896226,0.755896226,0,0,0,0,0,0,0.244103774,0.244103774,0.755896226,0,0,0,0.244103774,0.097423511,0.097423511,,,,,,,0.097423511,0.097423511,1,1,0,0,0,0,0,0,0,0,0.008123308,0.008123308,0.031035201,0.031035201,0.20808165,0.20808165,0.717350552,0.717350552,0.008123308,0.031035201,0.20808165,0.717350552,0.487400531,0.487400531,0.218832891,0.218832891,0.487400531,0.218832891,0.10518642,0.10518642,0.10518642,0.203580902,0.203580902,0.24403183,0.24403183,0.232095491,0.232095491,0.320291777,0.320291777,0.203580902,0.24403183,0.232095491,0.320291777
Census Tract,48005000102,48005000102,TX,6588,2920,259.4394753,585.3381038,259.4394753,585.3381038,,,,,,0.088849135,0.088849135,0.277108434,0.277108434,0.722891566,0.722891566,0.088849135,0.088849135,0.088849135,0.088849135,0.277108434,0.722891566,0.172260274,0.172260274,0.321917808,0.321917808,0.25239726,0.25239726,0.253424658,0.253424658,0.172260274,0.321917808,0.25239726,0.253424658,0.682191781,0.682191781,0,0,0.013013699,0.013013699,0,0,0.304794521,0.304794521,0.682191781,0,0.013013699,0,0.304794521,0.088849135,0.088849135,,,0.088849135,0.088849135,,,0.088849135,0.088849135,0.943028486,0.943028486,0,0,0.056971514,0.056971514,0,0,0,0,0.023982999,0.023982999,0.112932605,0.112932605,0.19383728,0.19383728,0.662720097,0.662720097,0.023982999,0.112932605,0.19383728,0.662720097,0.465309514,0.465309514,0.238471126,0.238471126,0.465309514,0.238471126,0.23664238,0.23664238,0.23664238,0.292064811,0.292064811,0.275446614,0.275446614,0.230577482,0.230577482,0.201911093,0.201911093,0.292064811,0.275446614,0.230577482,0.201911093
Census Tract,48005000200,48005000200,TX,4967,2114,61.33022923,144.0999284,61.33022923,144.0999284,,,,,,0.029011461,0.029011461,0.223234624,0.223234624,0.776765376,0.776765376,0.029011461,0.029011461,0.029011461,0.029011461,0.223234624,0.776765376,0.120624409,0.120624409,0.459791864,0.459791864,0.369914853,0.369914853,0.049668874,0.049668874,0.120624409,0.459791864,0.369914853,0.049668874,0.65704825,0.65704825,0,0,0.004257332,0.004257332,0.038789026,0.038789026,0.299905393,0.299905393,0.65704825,0,0.004257332,0.038789026,0.299905393,0.029011461,0.029011461,,,0.029011461,0.029011461,0.029011461,0.029011461,0.029011461,0.029011461,0.838095238,0.838095238,0,0,0,0,0.161904762,0.161904762,0,0,0,0,0.095631166,0.095631166,0.118179988,0.118179988,0.786188846,0.786188846,0,0.095631166,0.118179988,0.786188846,0.358200456,0.358200456,0.354214123,0.354214123,0.358200456,0.354214123,0.144006602,0.144006602,0.144006602,0.255694761,0.255694761,0.231776765,0.231776765,0.185079727,0.185079727,0.327448747,0.327448747,0.255694761,0.231776765,0.185079727,0.327448747
Census Tract,48005000301,48005000301,TX,4670,1709,49.95662423,136.5110797,49.95662423,136.5110797,,,,,,0.029231495,0.029231495,0.406946265,0.406946265,0.593053735,0.593053735,0.029231495,0.029231495,0.029231495,0.029231495,0.406946265,0.593053735,0.301930954,0.301930954,0.485664131,0.485664131,0.191925102,0.191925102,0.020479813,0.020479813,0.301930954,0.485664131,0.191925102,0.020479813,0.532475132,0.532475132,0.016968988,0.016968988,0.069046226,0.069046226,0.007606788,0.007606788,0.373902867,0.373902867,0.532475132,0.016968988,0.069046226,0.007606788,0.373902867,0.029231495,0.029231495,0.029231495,0.029231495,0.029231495,0.029231495,0.029231495,0.029231495,0.029231495,0.029231495,1,1,0,0,0,0,0,0,0,0,0,0,0.106638116,0.106638116,0.215631692,0.215631692,0.667880086,0.667880086,0,0.106638116,0.215631692,0.667880086,0.456749672,0.456749672,0.250327654,0.250327654,0.456749672,0.250327654,0.176041219,0.176041219,0.176041219,0.237221494,0.237221494,0.31716907,0.31716907,0.175622543,0.175622543,0.269986894,0.269986894,0.237221494,0.31716907,0.175622543,0.269986894
Census Tract,48005000302,48005000302,TX,5187,2262,80.83227666,185.3567723,80.83227666,185.3567723,,,,,,0.03573487,0.03573487,0.542036554,0.542036554,0.457963447,0.457963447,0.03573487,0.03573487,0.03573487,0.03573487,0.542036554,0.457963447,0.015915119,0.015915119,0.356321839,0.356321839,0.25729443,0.25729443,0.370468612,0.370468612,0.015915119,0.356321839,0.25729443,0.370468612,0.731211317,0.731211317,0.057913351,0.057913351,0.131299735,0.131299735,0.029177719,0.029177719,0.050397878,0.050397878,0.731211317,0.057913351,0.131299735,0.029177719,0.050397878,0.03573487,0.03573487,0.03573487,0.03573487,0.03573487,0.03573487,0.03573487,0.03573487,0.03573487,0.03573487,1,1,0,0,0,0,0,0,0,0,0,0,0.344129555,0.344129555,0.251012146,0.251012146,0.396568344,0.396568344,0,0.344129555,0.251012146,0.396568344,0.380678851,0.380678851,0.29921671,0.29921671,0.380678851,0.29921671,0.39629107,0.39629107,0.39629107,0.406788512,0.406788512,0.204699739,0.204699739,0.294516971,0.294516971,0.093994778,0.093994778,0.406788512,0.204699739,0.294516971,0.093994778
Census Tract,48005000400,48005000400,TX,3666,1965,228.6929275,426.6606983,243.6459266,454.557744,,,,,,0.116383169,0.123992838,0.556109726,0.556109726,0.443890274,0.443890274,0.116383169,0.123992838,0.116383169,0.123992838,0.556109726,0.443890274,0.141984733,0.141984733,0.295165394,0.295165394,0.285496183,0.285496183,0.27735369,0.27735369,0.141984733,0.295165394,0.285496183,0.27735369,0.664631043,0.664631043,0.235114504,0.235114504,0.016284987,0.016284987,0.007633588,0.007633588,0.076335878,0.076335878,0.664631043,0.235114504,0.016284987,0.007633588,0.076335878,0.116383169,0.123992838,0.116383169,0.123992838,0.116383169,0.123992838,0.116383169,0.123992838,0.116383169,0.123992838,0.956896552,0.956896552,0.030172414,0.030172414,0,0,0.012931035,0.012931035,0,0,0.001091108,0.001091108,0.700218222,0.700218222,0.115930169,0.115930169,0.182760502,0.182760502,0.001091108,0.700218222,0.115930169,0.182760502,0.273690773,0.273690773,0.327306733,0.327306733,0.273690773,0.327306733,0.339181287,0.339181287,0.339181287,0.538653367,0.538653367,0.321072319,0.321072319,0.091022444,0.091022444,0.04925187,0.04925187,0.538653367,0.321072319,0.091022444,0.04925187
Census Tract,48005000500,48005000500,TX,7010,2144,52.14814815,170.5030404,52.14814815,170.5030404,,,94,,94,0.02432283,0.02432283,0.366219008,0.366219008,0.633780992,0.633780992,0.02432283,0.02432283,0.02432283,0.02432283,0.366219008,0.633780992,0.084421642,0.084421642,0.222014925,0.222014925,0.435634328,0.435634328,0.257929105,0.257929105,0.084421642,0.222014925,0.435634328,0.257929105,0.825093284,0.825093284,0.012593284,0.012593284,0,0,0.004664179,0.004664179,0.157649254,0.157649254,0.825093284,0.012593284,0,0.004664179,0.157649254,0.02432283,0.02432283,0.02432283,0.02432283,,,0.02432283,0.02432283,0.02432283,0.02432283,1,1,0,0,0,0,0,0,0,0,0.005706134,0.005706134,0.2510699,0.2510699,0.483737518,0.483737518,0.251783167,0.251783167,0.005706134,0.2510699,0.483737518,0.251783167,0.502582645,0.502582645,0.20661157,0.20661157,0.502582645,0.20661157,0.215788665,0.215788665,0.215788665,0.263429752,0.263429752,0.425103306,0.425103306,0.166838843,0.166838843,0.144628099,0.144628099,0.263429752,0.425103306,0.166838843,0.144628099
Census Tract,48005000600,48005000600,TX,4048,1261,90.34029851,290.0059702,90.34029851,290.0059702,,,,,,0.071641791,0.071641791,0.531838565,0.531838565,0.468161435,0.468161435,0.071641791,0.071641791,0.071641791,0.071641791,0.531838565,0.468161435,0.174464711,0.174464711,0.106264869,0.106264869,0.264869152,0.264869152,0.454401269,0.454401269,0.174464711,0.106264869,0.264869152,0.454401269,0.79777954,0.79777954,0.086439334,0.086439334,0.032513878,0.032513878,0.031720857,0.031720857,0.051546392,0.051546392,0.79777954,0.086439334,0.032513878,0.031720857,0.051546392,0.071641791,0.071641791,0.071641791,0.071641791,0.071641791,0.071641791,0.071641791,0.071641791,0.071641791,0.071641791,0.908902692,0.908902692,0.091097309,0.091097309,0,0,0,0,0,0,0,0,0.254693676,0.254693676,0.613636364,0.613636364,0.109189723,0.109189723,0,0.254693676,0.613636364,0.109189723,0.582959641,0.582959641,0.165022422,0.165022422,0.582959641,0.165022422,0.399207529,0.399207529,0.399207529,0.362331839,0.362331839,0.390134529,0.390134529,0.130941704,0.130941704,0.116591928,0.116591928,0.362331839,0.390134529,0.130941704,0.116591928
Census Tract,48005000700,48005000700,TX,6175,2606,21.71666667,51.45833333,21.71666667,51.45833333,,,,,,0.008333333,0.008333333,0.365059222,0.365059222,0.634940778,0.634940778,0.008333333,0.008333333,0.008333333,0.008333333,0.365059222,0.634940778,0.10629317,0.10629317,0.173445894,0.173445894,0.548733692,0.548733692,0.171527245,0.171527245,0.10629317,0.173445894,0.548733692,0.171527245,0.753645434,0.753645434,0.033768227,0.033768227,0.114735226,0.114735226,0.080583269,0.080583269,0.017267843,0.017267843,0.753645434,0.033768227,0.114735226,0.080583269,0.017267843,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.008333333,0.959731544,0.959731544,0,0,0,0,0.040268456,0.040268456,0,0,0.010364373,0.010364373,0.178137652,0.178137652,0.145587045,0.145587045,0.647287449,0.647287449,0.010364373,0.178137652,0.145587045,0.647287449,0.408629442,0.408629442,0.293993232,0.293993232,0.408629442,0.293993232,0.170688259,0.170688259,0.170688259,0.259306261,0.259306261,0.273688663,0.273688663,0.189509306,0.189509306,0.27749577,0.27749577,0.259306261,0.273688663,0.189509306,0.27749577
Census Tract,48005000800,48005000800,TX,6846,2950,174.4186047,404.7694127,183.7209302,426.3571147,,,,,,0.059124951,0.062278281,0.455777192,0.455777192,0.544222808,0.544222808,0.059124951,0.062278281,0.059124951,0.062278281,0.455777192,0.544222808,0.115254237,0.115254237,0.344067797,0.344067797,0.344067797,0.344067797,0.19661017,0.19661017,0.115254237,0.344067797,0.344067797,0.19661017,0.839661017,0.839661017,0.019322034,0.019322034,0.048135593,0.048135593,0.092881356,0.092881356,0,0,0.839661017,0.019322034,0.048135593,0.092881356,0,0.059124951,0.062278281,0.059124951,0.062278281,0.059124951,0.062278281,0.059124951,0.062278281,,,0.963601533,0.963601533,0,0,0,0,0.036398467,0.036398467,0,0,0.002337131,0.002337131,0.158632778,0.158632778,0.106485539,0.106485539,0.708004674,0.708004674,0.002337131,0.158632778,0.106485539,0.708004674,0.368084306,0.368084306,0.329695145,0.329695145,0.368084306,0.329695145,0.114511795,0.114511795,0.114511795,0.198720361,0.198720361,0.314264208,0.314264208,0.124200226,0.124200226,0.362815205,0.362815205,0.198720361,0.314264208,0.124200226,0.362815205
Census Tract,48005000901,48005000901,TX,3161,1922,263.66787,433.6389892,293.5039711,482.7086643,,,80,,80,0.137184116,0.152707581,0.525793651,0.525793651,0.474206349,0.474206349,0.137184116,0.152707581,0.137184116,0.152707581,0.525793651,0.474206349,0.162851197,0.162851197,0.579084287,0.579084287,0.233090531,0.233090531,0.024973985,0.024973985,0.162851197,0.579084287,0.233090531,0.024973985,0.422996878,0.422996878,0.06087409,0.06087409,0.279916753,0.279916753,0.166493236,0.166493236,0.069719043,0.069719043,0.422996878,0.06087409,0.279916753,0.166493236,0.069719043,0.137184116,0.152707581,0.137184116,0.152707581,0.137184116,0.152707581,0.137184116,0.152707581,0.137184116,0.152707581,0.625,0.625,0,0,0.166666667,0.166666667,0.208333333,0.208333333,0,0,0.130022145,0.130022145,0.082252452,0.082252452,0.127807656,0.127807656,0.632711167,0.632711167,0.130022145,0.082252452,0.127807656,0.632711167,0.197089947,0.197089947,0.2744709,0.2744709,0.197089947,0.2744709,0.115384615,0.115384615,0.115384615,0.241402116,0.241402116,0.206349206,0.206349206,0.216931217,0.216931217,0.33531746,0.33531746,0.241402116,0.206349206,0.216931217,0.33531746
Census Tract,48005000902,48005000902,TX,5629,1556,149.5332235,540.9527732,149.5332235,540.9527732,,,,,,0.096101043,0.096101043,0.332843497,0.332843497,0.667156503,0.667156503,0.096101043,0.096101043,0.096101043,0.096101043,0.332843497,0.667156503,0.138817481,0.138817481,0.21722365,0.21722365,0.420308483,0.420308483,0.223650386,0.223650386,0.138817481,0.21722365,0.420308483,0.223650386,0.729434447,0.729434447,0.164524422,0.164524422,0.003856041,0.003856041,0.01285347,0.01285347,0.08933162,0.08933162,0.729434447,0.164524422,0.003856041,0.01285347,0.08933162,0.096101043,0.096101043,0.096101043,0.096101043,0.096101043,0.096101043,0.096101043,0.096101043,0.096101043,0.096101043,0.706563707,0.706563707,0.293436293,0.293436293,0,0,0,0,0,0,0.00248712,0.00248712,0.1533132,0.1533132,0.430094155,0.430094155,0.404689998,0.404689998,0.00248712,0.1533132,0.430094155,0.404689998,0.512858193,0.512858193,0.260837619,0.260837619,0.512858193,0.260837619,0.253298153,0.253298153,0.253298153,0.275532697,0.275532697,0.320352682,0.320352682,0.195444526,0.195444526,0.208670096,0.208670096,0.275532697,0.320352682,0.195444526,0.208670096
Census Tract,48005001001,48005001001,TX,4452,1630,63.80428135,174.2678899,63.80428135,174.2678899,,,,,,0.039143731,0.039143731,0.207774799,0.207774799,0.792225201,0.792225201,0.039143731,0.039143731,0.039143731,0.039143731,0.207774799,0.792225201,0.170552147,0.170552147,0.394478528,0.394478528,0.239877301,0.239877301,0.195092025,0.195092025,0.170552147,0.394478528,0.239877301,0.195092025,0.785889571,0.785889571,0.006134969,0.006134969,0.00797546,0.00797546,0,0,0.2,0.2,0.785889571,0.006134969,0.00797546,0,0.2,0.039143731,0.039143731,0.039143731,0.039143731,0.039143731,0.039143731,,,0.039143731,0.039143731,1,1,0,0,0,0,0,0,0,0,0.000898473,0.000898473,0.026055705,0.026055705,0.238095238,0.238095238,0.721922731,0.721922731,0.000898473,0.026055705,0.238095238,0.721922731,0.408847185,0.408847185,0.229892761,0.229892761,0.408847185,0.229892761,0.092767296,0.092767296,0.092767296,0.214477212,0.214477212,0.233914209,0.233914209,0.25536193,0.25536193,0.296246649,0.296246649,0.214477212,0.233914209,0.25536193,0.296246649
