,FIPS,RRI
0,48157670101,3.1782125859333683
1,48157670200,5.816214457145182
2,48157670700,3.3409266566326323
3,48157672400,5.816214457145182
4,48157672601,5.816214457145182
5,48157672602,3.5707602814953425
6,48157672701,6.025708823170484
7,48201100000,6.410730992962617
8,48201210100,5.364682910954724
9,48201210400,3.924256600089492
10,48201210500,2.636781515681568
11,48201210600,6.704633283163161
12,48201210700,4.999186429646504
13,48201210800,2.6298661676768496
14,48201210900,5.316275474921694
15,48201211000,5.415734450636619
16,48201211100,0.7497050807468575
17,48201211200,2.7689866981247206
18,48201211300,3.654151242728715
19,48201211400,0.8306553309197416
20,48201211500,1.362730342106334
21,48201211600,4.214701216287677
22,48201211700,2.319489077818005
23,48201211900,5.451328153602083
24,48201212300,5.047390473091161
25,48201212400,4.192734816743278
26,48201212500,4.149615588007973
27,48201220100,4.343652117316845
28,48201220200,6.382459423178619
29,48201220300,5.800756620428752
30,48201220400,6.305577024773218
31,48201220500,4.130496684700809
32,48201220600,5.783264857828581
33,48201220700,4.878167839563926
34,48201220800,5.777976650530855
35,48201220900,4.558027905463125
36,48201221000,3.0055322784037752
37,48201221100,2.9528535980148884
38,48201221200,6.382459423178619
39,48201221300,4.501688158483504
40,48201221400,2.3886425578651913
41,48201221500,2.4630842452101045
42,48201221600,4.605214985965911
43,48201221700,1.518122279624131
44,48201221800,4.274905422446406
45,48201221900,4.393686694056869
46,48201222000,6.7920920961640165
47,48201222100,2.924378635642517
48,48201222200,4.298092177521051
49,48201222300,1.3143229060733028
50,48201222401,2.441524630842452
51,48201222402,3.9775454582435015
52,48201222501,2.5375259325550177
53,48201222502,2.957328234959118
54,48201222503,4.957897734206566
55,48201222600,5.263393401944432
56,48201222700,0.8587235081153647
57,48201222800,4.24968474148802
58,48201222900,3.189195785705569
59,48201223001,4.145547736240491
60,48201223002,4.893218891103608
61,48201223100,4.23870154171582
62,48201230100,3.89171378594964
63,48201230200,1.015742586340154
64,48201230300,2.5969165683602493
65,48201230400,1.6503274620672825
66,48201230500,3.1790261562868647
67,48201230600,4.254972948785746
68,48201230700,5.154374974575926
69,48201230800,3.5825570516210385
70,48201230900,1.3521539275108818
71,48201231000,1.7662612374405076
72,48201231100,4.541756498393198
73,48201231200,2.6644429077004435
74,48201231300,2.8383435707602818
75,48201231400,5.376886466257169
76,48201231500,4.279990237155759
77,48201231600,5.148679982101452
78,48201231700,4.381889923931172
79,48201231800,4.425822723019973
80,48201231900,2.9129886506935683
81,48201232000,3.2611967619899933
82,48201232100,5.392344302973599
83,48201232200,4.1237847292844645
84,48201232301,2.409795387056096
85,48201232302,2.869055851604768
86,48201232401,5.039864947321321
87,48201232402,6.070048407436033
88,48201232403,3.642761257779767
89,48201232500,4.115038847984379
90,48201232600,7.019891795142985
91,48201232701,2.7567831428222753
92,48201232702,2.7994955863808317
93,48201232800,5.343326689175447
94,48201232900,6.472358947239962
95,48201233001,5.876011878127161
96,48201233002,7.168368384656063
97,48201233003,7.739698165398853
98,48201233101,5.481023471504699
99,48201233102,4.058902493593133
100,48201233103,5.061221169100598
101,48201233200,6.978399707114672
102,48201233300,4.477891225643738
103,48201233400,4.991660903876662
104,48201233500,5.427327828173941
105,48201233600,2.4740674449823046
106,48201233701,4.91477850547126
107,48201233702,5.102509864540536
108,48201233703,3.699711182524508
109,48201240100,4.832607899768132
110,48201240400,2.3414554773624054
111,48201240501,2.767359557417728
112,48201240502,3.727779359720132
113,48201240600,6.2587967294471785
114,48201240701,3.362486271000285
115,48201240702,3.68628727169182
116,48201240801,2.9697351828499365
117,48201240802,4.1520562990684615
118,48201240901,4.398161331001098
119,48201240902,4.307041451409511
120,48201241000,4.1329373957612985
121,48201241101,4.414636130659399
122,48201241102,4.243379571248424
123,48201241103,5.346784363177805
124,48201241200,5.6510596753854285
125,48201241300,4.8618964324939995
126,48201241400,4.975389496806737
127,48201241500,3.3152991904974987
128,48201250100,4.5637228979376
129,48201250200,3.9246633852662414
130,48201250301,4.95810112679494
131,48201250302,6.379611926941382
132,48201250401,6.464223243705
133,48201250402,5.015254444128056
134,48201250500,4.5576211202863774
135,48201250600,2.9121750803400728
136,48201250701,5.045763332384168
137,48201250702,6.535410649635927
138,48201250800,5.376683073668796
139,48201250900,5.291664971728431
140,48201251000,4.478704795997234
141,48201251100,5.113289671724363
142,48201251200,4.5094170768417206
143,48201251300,5.2609526908839435
144,48201251401,5.602652239352397
145,48201251402,4.8537607289590365
146,48201251501,5.539803929544807
147,48201251502,5.304885489972745
148,48201251503,6.943416181914331
149,48201251600,5.700890859537079
150,48201251700,4.761013708660457
151,48201251800,5.738925273563031
152,48201251901,5.588414758166212
153,48201251902,4.947321319611112
154,48201252000,5.3294959931660095
155,48201252100,5.2611560834723194
156,48201252200,5.336818126347476
157,48201252301,3.885815400886791
158,48201252302,5.880079729894643
159,48201252400,4.93267705324818
160,48201252500,2.791766668022617
161,48201252600,3.1031607208233334
162,48201252700,4.256396696904365
163,48201252800,3.912866615140544
164,48201252900,4.0572753528861405
165,48201253000,4.696334865557499
166,48201253100,4.980677704104462
167,48201253200,4.359109954033275
168,48201253300,4.807387218809747
169,48201253400,4.181141439205955
170,48201253500,3.210348614896473
171,48201253600,4.682504169548062
172,48201253700,5.697026400357971
173,48201253800,3.3950290851401377
174,48201253900,4.821217914819184
175,48201254000,5.410039458162144
176,48201254100,4.68047024366432
177,48201254200,3.460114713419843
178,48201254300,4.3206687548305736
179,48201254400,2.5668144652808853
180,48201254500,3.198958629947525
181,48201254600,3.266891754464467
182,48201254700,4.234633689948339
183,48201310100,3.884391652768173
184,48201310200,6.6188016108692995
185,48201310300,6.381442460236749
186,48201310400,2.454541756498393
187,48201310500,3.1961111337102874
188,48201310600,4.705690924622706
189,48201310700,5.884147581662124
190,48201310800,6.4284261481511615
191,48201310900,5.021763006956026
192,48201311000,2.8552251555953303
193,48201311100,5.040068339909693
194,48201311200,5.469633486555749
195,48201311300,6.347069112801529
196,48201311400,5.624822031485173
197,48201311500,6.036285237765935
198,48201311600,7.440100882723833
199,48201311700,3.980799739657487
200,48201311800,5.016068014481553
201,48201311900,4.598299637961192
202,48201312000,4.6186388967986005
203,48201312100,6.869788064922914
204,48201312200,4.934710979131921
205,48201312300,4.078021396900297
206,48201312400,2.5517634137412033
207,48201312500,5.542448033193671
208,48201312600,8.758695033152993
209,48201312700,5.081967213114753
210,48201312800,2.2177927836309643
211,48201312900,1.872025383395029
212,48201313000,5.670992149046088
213,48201313100,6.496969450433226
214,48201313200,3.5398446080624817
215,48201313300,4.222023349469145
216,48201313400,6.223406419070089
217,48201313500,4.017003620388072
218,48201313600,6.335679127852581
219,48201313700,6.2844241955823135
220,48201313800,5.172680307529594
221,48201313900,5.881300085424887
222,48201314001,6.790464955457024
223,48201314002,5.3311231338730005
224,48201314300,4.664605621771142
225,48201314400,6.883618760932351
226,48201320100,4.285481837041859
227,48201320200,5.967945328072245
228,48201320500,2.648171500630517
229,48201320601,4.587316438188992
230,48201320602,4.903388520522313
231,48201320700,5.266037505593296
232,48201320800,4.818777203758695
233,48201320900,3.5207257047553187
234,48201321000,3.2888581540088677
235,48201321100,2.8544115852418344
236,48201321200,2.3923036244559253
237,48201321300,5.777569865354105
238,48201321401,4.4335516413781875
239,48201321402,5.433836391001912
240,48201321500,4.873286417442949
241,48201321600,5.057153317333116
242,48201321700,7.820445022983363
243,48201321800,4.7642679900744405
244,48201321900,5.037017451084082
245,48201322000,6.207135012000163
246,48201322100,4.210023186755074
247,48201322200,5.689500874588131
248,48201322600,3.923849814912744
249,48201322700,4.910710653703779
250,48201322800,5.21335882520441
251,48201322900,4.454297685392343
252,48201323000,4.031851279339381
253,48201323100,3.830696009437415
254,48201323200,5.610991335475734
255,48201323300,4.235447260301834
256,48201323400,5.214172395557905
257,48201323500,5.124272871496563
258,48201323600,4.08615710043526
259,48201323701,5.903876662734409
260,48201323702,5.165968352113249
261,48201323801,7.171215880893301
262,48201323802,4.988813407639426
263,48201323900,2.8298010820485704
264,48201324000,5.1836635073017945
265,48201324100,4.014156124150836
266,48201324200,2.8987511695073835
267,48201330100,3.5658788593743647
268,48201330200,2.731765854452264
269,48201330301,4.202090875808485
270,48201330302,5.740959199446772
271,48201330303,3.0096001301712567
272,48201330400,1.8634828946833177
273,48201330500,1.9903998698287435
274,48201330600,3.524590163934426
275,48201330700,4.692673798966765
276,48201330800,5.312411015742587
277,48201330900,1.9655859740471064
278,48201331100,1.406256356018387
279,48201331200,2.619289753081398
280,48201331300,1.483138754423789
281,48201331400,2.1002318675507463
282,48201331500,2.600170849774234
283,48201331601,1.7422609120123664
284,48201331602,4.033275027457999
285,48201331700,4.4563316112760845
286,48201331800,4.373754220396209
287,48201331900,3.496318594150429
288,48201332000,2.596102998006753
289,48201332100,4.272871496562665
290,48201332200,2.5371191473782693
291,48201332300,3.1375340682585526
292,48201332400,1.6118862628645816
293,48201332500,3.1790261562868647
294,48201332600,4.073139974779319
295,48201332700,3.916527681731278
296,48201332800,4.9631859415042925
297,48201332900,5.556685514379856
298,48201333000,5.159256396696904
299,48201333100,5.395191799210838
300,48201333201,4.1447341658869945
301,48201333202,4.672741325306106
302,48201333300,4.219175853231909
303,48201333500,5.422039620876214
304,48201333600,5.640890045966725
305,48201333700,3.332587560509295
306,48201333800,4.952202741732092
307,48201333901,5.904486840499532
308,48201333902,5.289427653256315
309,48201334001,6.945450107798073
310,48201334002,7.259488264247651
311,48201334003,7.0125696619615185
312,48201334100,2.414270024000326
313,48201340100,3.771508766220559
314,48201340201,6.9678232925192205
315,48201340202,5.56238050685433
316,48201340203,6.709514705284139
317,48201340301,5.546515884961152
318,48201340302,6.65866655819062
319,48201340400,9.40975470853842
320,48201340500,6.9450433226213235
321,48201340600,6.833584184192328
322,48201340700,6.825041695480618
323,48201340800,8.06207541797177
324,48201340900,5.6984501484765895
325,48201341000,6.104625147459627
326,48201341100,3.801000691534801
327,48201341201,3.7534068258552655
328,48201341202,6.048082007891631
329,48201341301,3.791237847292845
330,48201341302,5.150713907985193
331,48201341400,5.185087255420413
332,48201341501,5.150917300573568
333,48201341502,5.918317536508969
334,48201341600,4.824878981409918
335,48201341700,4.96562665256478
336,48201341800,4.617418541268356
337,48201342001,5.4497010128950905
338,48201342002,6.3718830085831675
339,48201342100,5.791807346540292
340,48201342200,4.103038685270309
341,48201342300,5.69946711141846
342,48201342400,4.2277183419436195
343,48201342500,5.176341374120327
344,48201342700,4.524264735793028
345,48201342800,5.294715860554041
346,48201342900,5.971199609486229
347,48201343000,5.883740796485375
348,48201343100,6.081845177561729
349,48201343200,5.2774274905422445
350,48201343301,4.885896757922142
351,48201343302,4.92820241630395
352,48201343600,4.261888296790464
353,48201343700,3.5252003416995485
354,48201350100,6.5805638042549734
355,48201350200,6.275068136517105
356,48201350300,5.067526339340195
357,48201350400,6.281576699345076
358,48201350500,2.4486433714355447
359,48201350601,5.33702151893585
360,48201350602,5.333157059756742
361,48201350700,5.180612618476183
362,48201350801,4.380872960989302
363,48201350802,4.837082536712362
364,48201410100,3.823373876255949
365,48201410200,8.435300817638206
366,48201410300,7.352235284546231
367,48201410401,7.828580726518326
368,48201410402,7.661392018874832
369,48201410500,6.818533132652645
370,48201410600,7.6158320790790395
371,48201410701,6.664158158076719
372,48201410702,6.465443599235243
373,48201410800,7.251352560712688
374,48201410900,6.769718911442867
375,48201411000,7.791970060610991
376,48201411100,6.7701256966196155
377,48201411200,6.938534759793353
378,48201411300,7.117113452385795
379,48201411400,8.771915551397306
380,48201411501,7.014603587845258
381,48201411502,6.434121140625636
382,48201411600,7.117113452385795
383,48201411700,6.373916934466907
384,48201411800,6.467070739942236
385,48201411900,8.520929097343693
386,48201412000,7.121181304153276
387,48201412100,5.541634462840174
388,48201412200,8.562421185372004
389,48201412300,6.951958670626042
390,48201412400,9.733352316641582
391,48201412500,7.4425415937843225
392,48201412600,7.966074116259204
393,48201412700,6.646869788064922
394,48201412800,7.0817231420087055
395,48201412900,7.387218809746574
396,48201413000,8.643371435544887
397,48201413100,6.887279827523085
398,48201413201,6.7184639791726
399,48201413202,8.471301305780417
400,48201413300,7.526746125371193
401,48201420100,4.530773298620997
402,48201420200,4.921693853475979
403,48201420300,7.981531952975635
404,48201420400,6.327543424317618
405,48201420500,1.09831997722003
406,48201420600,6.25188138144246
407,48201420700,9.600536956433308
408,48201420800,8.38465606313306
409,48201420900,7.137045926046454
410,48201421000,7.102062400846114
411,48201421101,6.453240043932799
412,48201421102,7.4697962006264484
413,48201421201,6.319407720782654
414,48201421202,4.7252166131066184
415,48201421300,5.184883862832039
416,48201421401,4.778098686083879
417,48201421402,6.230321767074807
418,48201421403,4.721148761339137
419,48201421500,6.281983484521824
420,48201421600,4.73375910181833
421,48201421700,6.737582882479762
422,48201421800,5.670585363869339
423,48201421900,7.658137737460848
424,48201422000,6.710735060814384
425,48201422100,3.05861774396941
426,48201422200,4.058495708416385
427,48201422301,3.805882113655778
428,48201422302,4.930643127364438
429,48201422401,4.646300288817475
430,48201422402,3.4926575275596954
431,48201422500,4.08717406337713
432,48201422600,7.4470162307285515
433,48201422701,5.834926575275596
434,48201422702,5.926453240043933
435,48201422800,2.8222755562787287
436,48201422900,2.9971931822804376
437,48201423000,3.8302892242606674
438,48201423100,3.7953056990603256
439,48201423201,5.5945165358174345
440,48201423202,4.158158076719684
441,48201423301,4.658910629296668
442,48201423302,3.461335068950088
443,48201423401,5.075458650286784
444,48201423402,6.1632022129113615
445,48201423500,6.274661351340357
446,48201423600,4.307448236586258
447,48201430100,4.7292844648741
448,48201430200,4.876947484033681
449,48201430300,7.267013790017491
450,48201430400,7.010739128666152
451,48201430500,6.231338730016678
452,48201430600,7.126469511451003
453,48201430700,6.704429890574788
454,48201430800,6.912500508481472
455,48201430900,5.425497294878576
456,48201431000,6.8274824065411055
457,48201431101,4.887930683805883
458,48201431102,5.412683561811007
459,48201431201,5.8715372411829305
460,48201431202,8.83984867591425
461,48201431301,6.301102387828987
462,48201431302,9.055444819590774
463,48201431401,6.047065044949763
464,48201431402,6.792905666517512
465,48201431501,8.220721636903551
466,48201431502,7.951836635073018
467,48201431600,5.561160151324087
468,48201431700,6.658463165602246
469,48201431801,6.9279583451979
470,48201431802,6.8649066428019365
471,48201431900,6.641581580767196
472,48201432001,7.5300004067851765
473,48201432002,4.869625350852215
474,48201432100,6.536224219989424
475,48201432200,5.546109099784403
476,48201432300,5.147052841394459
477,48201432400,3.061465240206647
478,48201432500,2.914615791400562
479,48201432600,4.394907049587113
480,48201432701,5.067729731928569
481,48201432702,4.150022373184721
482,48201432801,4.122360981165847
483,48201432802,3.7078468860594715
484,48201432901,4.70487735426921
485,48201432902,4.306227881056015
486,48201433001,5.246715209697758
487,48201433002,6.223813204246836
488,48201433003,3.4039783590285966
489,48201433100,2.414676809177074
