FIPS,Pct_in_100yr
48201450200,0.09463198699999999
48201450300,0.0
48201450400,0.065705808
48201450500,0.0
48201450600,0.01810657
48201450700,0.159760786
48201450801,0.339516129
48201450802,0.0
48201450900,0.001669449
48201451001,0.0
48201451002,0.0
48201451100,0.0
48201451200,0.060337178
48201451300,0.0
48201451401,0.0
48201451402,0.0
48201451403,0.0
48201451500,0.004578755
48201451601,0.007220216999999999
48201451602,0.051766894
48201451700,0.489795918
48201451800,0.46856287399999996
48201451901,1.0
48201451902,0.389450056
48201452000,0.614289551
48201452100,0.155519415
48201452201,0.0
48201452202,0.213913044
48201452300,0.33561643799999996
48201452400,0.47640619100000003
48201452500,0.16672883300000002
48201452600,0.052878966
48201452700,0.0
48201452801,0.0
48201452802,0.18934299
48201452900,1.0
48201453000,0.9795733090000001
48201453100,1.0
48201453200,0.718728162
48201453300,0.17090069300000002
48201453401,0.24747010100000003
48201453402,0.103349964
48201453403,0.0
48201453501,0.153953488
48201453502,0.27312775300000003
48201453601,0.547043011
48201453602,0.335754641
48201453700,0.6528808770000001
48201453800,0.906934307
48201453900,0.037411527
48201454000,0.11383776400000001
48201454100,0.546354636
48201454200,0.0
48201454301,0.118451504
48201454302,0.0
48201454400,0.017910448
48201454501,0.005466348
48201454502,0.00128866
48201454600,0.0
48201454700,0.0
48201454800,0.0
48201454900,0.0
48201455000,0.0
48201455101,0.0
48201455102,0.0
48201455200,0.0
48201455300,0.0
48201510100,0.021925643999999998
48201510200,0.08315694
48201510300,0.12022237699999999
48201510400,0.0
48201510500,0.019041366
48201510600,0.0
48201510700,0.0
48201510800,0.186514674
48201510900,0.209517289
48201511001,0.0
48201511002,0.23846468
48201511100,0.6996124029999999
48201511200,0.5119930220000001
48201511301,0.0
48201511302,0.0
48201511400,0.0
48201511500,0.006285355
48201511600,0.037225042
48201520100,0.0
48201520200,0.0
48201520300,0.0
48201520400,0.0
48201520500,0.26976744199999997
48201520601,0.0
48201520602,0.0
48201520700,0.0
48201521000,0.015768725
48201521100,0.0
48201521200,0.0
48201521300,0.0
48201521400,0.158878505
48201521500,0.269151139
48201521600,0.137198068
48201521700,0.100617284
48201521800,0.005151984
48201521900,0.0
48201522000,0.267233239
48201522100,0.0
48201522201,0.0
48201522202,0.0
48201522301,0.0
48201522302,0.0
48201522401,0.019119609
48201522402,0.0
48201522500,0.004053272
48201530100,0.274223035
48201530200,0.158900836
48201530300,0.41998375299999996
48201530400,0.538604651
48201530500,0.768398268
48201530600,0.0
48201530700,0.61406423
48201530800,0.238569754
48201530900,0.0
48201531000,0.0
48201531100,0.0
48201531200,0.560747664
48201531300,0.320589407
48201531400,0.35763546799999996
48201531500,0.0
48201531600,0.188709677
48201531700,0.013024602
48201531800,0.0
48201531900,0.065270936
48201532001,0.239377144
48201532002,0.03712297
48201532100,0.231720626
48201532200,0.121170865
48201532300,0.56135402
48201532400,0.592362769
48201532501,0.196018377
48201532502,0.470358306
48201532600,0.0
48201532700,0.278403275
48201532800,0.601671309
48201532900,0.064197531
48201533000,0.0
48201533100,0.113321799
48201533200,0.004587155999999999
48201533300,0.004755729
48201533400,0.006256517
48201533500,0.14397496099999998
48201533600,0.05464191
48201533701,0.0
48201533702,0.0
48201533801,0.35893084399999997
48201533802,0.385363065
48201533901,0.0
48201533902,0.0
48201534001,0.23870334
48201534002,0.030646236
48201534003,0.0
48201534100,0.045517882
48201534201,0.0
48201534202,0.161050677
48201534203,0.628942486
48201540100,0.134803922
48201540200,0.0
48201540501,0.106228506
48201540502,0.140020899
48201540601,0.202672606
48201540602,0.028850061
48201540700,0.0
48201540800,0.0026626090000000002
48201540901,0.0
48201540902,0.008072026999999999
48201541001,0.0
48201541002,0.0
48201541003,0.0
48201541100,0.012084592
48201541201,0.0
48201541202,0.0
48201541203,0.0
48201541300,0.0
48201541400,0.003460912
48201541500,0.0
48201541601,0.0
48201541602,0.0
48201541700,0.173933538
48201541800,0.36863711
48201541900,0.0
48201542000,0.16548829
48201542101,0.0
48201542102,0.0
48201542200,0.047895792
48201542301,0.061044177000000005
48201542302,0.091959557
48201542400,0.0
48201542500,0.0
48201542600,0.0
48201542700,0.049429658
48201542800,0.138288678
48201542900,0.034021194
48201543001,0.084042021
48201543002,0.027777778
48201543003,0.005309373
48201543100,0.079268293
48201543200,0.0
48201550100,0.294630565
48201550200,0.464109589
48201550301,0.0
48201550302,0.005619293000000001
48201550401,0.003410787
48201550402,0.185561637
48201550500,0.152831226
48201550601,0.0
48201550602,0.0
48201550603,0.0
48201550700,0.355097365
48201550800,0.334004024
48201550900,0.17570664600000002
48201551000,0.0
48201551100,0.0
48201551200,0.0
48201551300,0.206132879
48201551400,0.0
48201551500,0.275728837
48201551600,0.0
48201551701,0.131110483
48201551702,0.0
48201551703,0.0
48201551800,0.32173417
48201551900,0.012722646
48201552001,0.029531292
48201552002,0.0
48201552101,0.0
48201552102,0.00929368
48201552103,0.0
48201552200,0.004832864
48201552301,0.014259145
48201552302,0.003552398
48201552400,0.085747393
48201552500,0.079369183
48201552601,0.0
48201552602,0.052359628
48201552700,0.18878462899999998
48201552800,0.093544734
48201552900,0.019184652
48201553001,0.001850995
48201553002,0.039306358
48201553100,0.078504673
48201553200,0.009294872
48201553300,0.048104956
48201553401,0.047149894000000005
48201553402,0.058523174000000004
48201553403,0.003825921
48201553500,0.053869175
48201553600,0.24430091199999998
48201553700,0.135168961
48201553801,0.0
48201553802,0.0
48201553900,0.026671675
48201554001,0.376364804
48201554002,0.008980116
48201554101,0.0
48201554102,0.0
48201554200,0.0
48201554301,0.029944547000000002
48201554302,0.11009732400000001
48201554401,0.051625659000000004
48201554402,0.0
48201554403,0.018144471000000002
48201554501,0.000575043
48201554502,0.075358299
48201554600,0.0
48201554700,0.0
48201554801,0.008641175
48201554802,0.031323414
48201554901,0.052255639000000006
48201554902,0.022596154
48201554903,0.059027777999999996
48201555000,0.049059689000000004
48201555100,0.00245098
48201555200,0.17652173899999998
48201555301,0.7063711909999999
48201555302,0.006614551999999999
48201555303,0.001230769
48201555401,0.009249743000000001
48201555402,0.008044383
48201555501,0.063253012
48201555502,0.047238743
48201555600,0.04074296
48201555701,0.0
48201555702,0.0
48201980000,0.0
48201980100,0.003937008
