FIPS,Pct_in_100yr
48201210100,0.0
48201210400,0.032204331
48201210500,0.0
48201210600,0.0
48201210700,0.0
48201210800,0.034358047
48201210900,1.0
48201211000,0.910414334
48201211100,0.016553481000000002
48201211200,0.686912509
48201211300,0.0
48201211400,0.0
48201211500,0.0
48201211600,0.0
48201211700,0.9655172409999999
48201211900,0.0
48201212300,0.0
48201212400,0.07005758200000001
48201212500,0.0
48201220100,0.0
48201220200,0.029527559
48201220300,0.0
48201220400,0.0
48201220500,0.012352033
48201220600,0.0
48201220700,0.0
48201220800,0.0
48201220900,0.10363636400000001
48201221000,0.52064027
48201221100,0.0
48201221200,0.0
48201221300,0.0
48201221400,0.0
48201221500,0.0
48201221600,0.283668731
48201221700,0.7169559409999999
48201221800,0.223880597
48201221900,0.528005975
48201222000,1.0
48201222100,0.626162019
48201222200,0.0
48201222300,0.083932854
48201222401,0.6809701490000001
48201222402,0.37377451
48201222501,0.0
48201222502,0.29455217
48201222503,0.0
48201222600,0.000470146
48201222700,0.046895936
48201222800,0.255670103
48201222900,0.336818182
48201223001,0.00094518
48201223002,0.0
48201223100,0.06869009599999999
48201230100,0.29796511600000003
48201230200,0.305555556
48201230300,0.0
48201230400,0.0
48201230500,0.16626506
48201230600,0.0
48201230700,0.055021834000000006
48201230800,0.0
48201230900,0.0
48201231000,0.013342228000000001
48201231100,0.053979239000000005
48201231200,0.007630161999999999
48201231300,0.036240786000000004
48201231400,0.033402923
48201231500,0.015813953999999998
48201231600,0.084636615
48201231700,0.461191336
48201231800,0.0
48201231900,0.109107304
48201232000,0.096923077
48201232100,0.221513218
48201232200,0.03926771
48201232301,0.030615878
48201232302,0.0
48201232401,0.076753419
48201232402,0.07950116900000001
48201232403,0.0
48201232500,0.004624278
48201232600,0.150054765
48201232701,0.100038625
48201232702,0.042936287999999996
48201232800,0.0
48201232900,0.050198150999999996
48201233001,0.0
48201233002,0.0
48201233003,0.0
48201233101,0.0
48201233102,0.0
48201233103,0.0
48201233200,0.156914894
48201233300,0.003762227
48201233400,0.0
48201233500,0.0
48201233600,0.0
48201233701,0.0
48201233702,0.0
48201233703,0.0
48201240100,0.9471871409999999
48201240400,0.390632319
48201240501,0.40407332
48201240502,1.0
48201240600,0.89640411
48201240701,0.06973468
48201240702,0.0
48201240801,0.00034590099999999997
48201240802,0.17839374600000002
48201240901,0.003802281
48201240902,0.007611098
48201241000,0.075368277
48201241101,0.0
48201241102,0.0
48201241103,0.273746313
48201241200,0.15372036
48201241300,0.09225280300000001
48201241400,0.043507589000000006
48201241500,0.09233082699999999
48201250100,0.139039504
48201250200,0.037555227999999996
48201250301,0.191246432
48201250302,0.0
48201250401,0.0
48201250402,0.000392465
48201250500,0.0
48201250600,0.0
48201250701,0.12566844900000002
48201250702,0.0
48201250800,0.08450704199999999
48201250900,0.003652711
48201251000,0.583897158
48201251100,0.08527131800000001
48201251200,0.022371365
48201251300,0.039774858999999996
48201251401,0.23021582699999998
48201251402,0.18744698899999998
48201251501,0.34372926299999995
48201251502,0.14285714300000002
48201251503,0.047619048
48201251600,0.027285782999999997
48201251700,0.171587927
48201251800,0.054242003
48201251901,0.07410636400000001
48201251902,0.0016492579999999998
48201252000,0.0
48201252100,0.181818182
48201252200,0.413755459
48201252301,0.028290766000000002
48201252302,0.02473087
48201252400,0.131741821
48201252500,0.115061409
48201252600,0.06326129700000001
48201252700,0.157831325
48201252800,0.08490566
48201252900,0.076296055
48201253000,0.419631094
48201253100,0.000772798
48201253200,0.036363636
48201253300,0.08600583099999999
48201253400,0.0
48201253500,0.001568381
48201253600,0.033170732
48201253700,0.00043478300000000006
48201253800,0.0
48201253900,0.005714286
48201254000,0.0050251259999999996
48201254100,0.0
48201254200,0.0
48201254300,0.0
48201254400,0.0
48201254500,0.042363434000000005
48201254600,0.12231759699999999
48201254700,0.09375
48201310100,0.0
48201310200,0.0
48201310300,0.0
48201310400,0.0
48201310500,0.0
48201310600,0.0
48201310700,0.03271028
48201310800,0.030273438
48201310900,0.008510638000000001
48201311000,0.0
48201311100,0.012512031000000002
48201311200,0.106274732
48201311300,0.0
48201311400,0.0
48201311500,0.0
48201311600,0.0
48201311700,0.0
48201311800,0.00443459
48201311900,0.079220779
48201312100,0.0
48201312200,0.0
48201312300,0.0
48201312400,0.0
48201312500,0.0
48201312600,0.191042687
48201312700,0.0
48201312800,0.0
48201312900,0.046622265
48201313000,0.039698836
48201313100,0.146624473
48201313200,0.10140029
48201313300,0.0
48201313400,0.0
48201313500,0.0
48201313600,0.0
48201313700,0.0
48201313800,0.0
48201313900,0.0
48201314001,0.0
48201314002,0.0
48201314300,0.0
48201314400,0.170176193
48201320100,0.0
48201320200,0.062333037
48201320500,0.076422764
48201320601,0.0
48201320602,0.0
48201320700,0.071516646
48201320800,0.58490566
48201320900,0.30088495600000004
48201321000,0.194590533
48201321100,0.001472212
48201321200,0.0
48201321300,0.914923292
48201321401,0.1265625
48201321402,0.105708245
48201321500,0.275541796
48201321600,0.020009761
48201321700,0.057368942
48201321800,0.009515571
48201321900,0.0
48201322000,0.041598249
48201322100,0.0
48201322200,0.200704225
48201322600,0.0
48201322700,0.0
48201322800,0.0
48201322900,0.0015673979999999998
48201323000,0.0
48201323100,0.0
48201323200,0.0
48201323300,0.0
48201323400,0.0
48201323500,0.267341041
48201323600,0.002618563
48201323701,0.0
48201323702,0.0
48201323801,0.0
48201323802,0.0
48201323900,0.0
48201324000,0.247656635
48201324100,0.009803922
48201324200,0.0
48201330100,0.348198971
48201330200,0.0
48201330301,0.0
48201330302,0.131652661
48201330303,0.000653168
48201330400,0.45073235700000003
48201330500,0.427740864
48201330600,0.606779661
48201330700,0.002265519
48201330800,0.46284634799999996
48201330900,0.117527862
48201331100,0.0
48201331200,0.0
48201331300,0.34814427600000003
48201331400,0.0
48201331500,0.036524823
48201331601,0.0
48201331602,0.0
48201331700,0.22319034899999998
48201331800,0.374387684
48201331900,0.039423806
48201332000,0.008746356
48201332100,0.0
48201332200,0.0
48201332300,0.93126177
48201332400,0.151574803
48201332500,0.0
48201332600,0.0
48201332700,0.0
48201332800,0.0
48201332900,0.618508655
48201333000,0.017873942
48201333100,0.037302726
48201333201,0.0
48201333202,0.042511701
48201333300,0.000597193
48201333500,0.0
48201333600,0.052188552
48201333700,0.0
48201333800,0.171998624
48201333901,0.0
48201333902,0.008185986
48201334001,0.0
48201334002,0.0
48201334003,0.010169491999999999
48201334100,0.057705677999999996
48201340100,0.21320038
48201340201,0.15162037
48201340202,0.12633833
48201340203,0.35560859200000006
48201340301,0.08466342800000001
48201340302,0.016485726000000003
48201340400,0.0
48201340500,0.0
48201340600,0.027327935
48201340700,0.0
48201340800,0.037414966
48201340900,0.0
48201341000,0.0
48201341100,0.0
48201341201,0.44308943100000003
48201341202,0.679251941
48201341301,0.0
48201341302,0.0
48201341400,0.36515837100000004
48201341501,0.20877614
48201341502,0.560942456
48201341600,0.605202044
48201341700,1.0
48201341800,0.947688565
48201342001,0.058747855999999994
48201342002,0.404912837
48201342100,0.216633132
48201342200,0.169685415
48201342300,0.016283925
48201342400,0.187134503
48201342500,0.125298329
48201342700,0.014910026000000002
48201342800,0.029319372000000003
48201342900,0.0
48201343000,0.101159115
48201343100,0.10444177699999999
48201343200,0.018393624
48201343301,0.0
48201343302,0.0
48201343600,0.170406732
48201343700,0.12562396
48201350100,0.09535603699999999
48201350200,0.336597751
48201350300,0.0
48201350400,0.694681861
48201350500,0.7161590529999999
48201350601,0.0
48201350602,0.0
48201350700,0.131242741
48201350801,0.09677419400000001
48201350802,0.156901042
48201410100,0.0
48201410200,0.0045170259999999995
48201410300,0.0
48201410401,0.0
48201410402,0.0
48201410500,0.0
48201410600,0.0
48201410701,0.0
48201410702,0.0
48201410800,0.0
48201410900,0.0
48201411000,0.0
48201411100,0.0
48201411200,0.272727273
48201411300,0.0
48201411400,0.0
48201411501,0.0
48201411502,0.0
48201411600,0.0
48201411700,0.0
48201411800,0.0
48201411900,0.0
48201412100,0.0
48201412200,0.002385686
48201412300,0.17962675
48201412400,0.223797781
48201412500,0.556561086
48201412600,0.002943341
48201412700,0.581920904
48201412800,1.0
48201412900,1.0
48201413000,0.842657343
48201413100,0.7495769879999999
48201413201,1.0
48201413202,0.467216873
48201413300,0.30542420000000003
48201420100,0.0
48201420200,0.0
48201420300,0.28452874899999997
48201420400,0.011235955
48201420500,0.270326616
48201420600,0.231599608
48201420700,0.8919135309999999
48201420800,1.0
48201420900,0.91467131
48201421000,0.651696607
48201421101,0.0
48201421102,0.0
48201421201,0.0
48201421202,0.0
48201421300,0.123196881
48201421401,0.0
48201421402,0.0
48201421403,0.0
48201421500,0.22366055399999998
48201421600,0.271762208
48201421700,0.321729958
48201421800,0.959842237
48201421900,0.8881987579999999
48201422000,0.061054579000000005
48201422100,0.19257087
48201422200,0.0
48201422301,0.0069324090000000005
48201422302,0.388090349
48201422401,0.491374804
48201422402,0.590762125
48201422500,0.382550336
48201422600,0.858059645
48201422701,0.20810972
48201422702,0.083333333
48201422800,0.7198602209999999
48201422900,0.7877450979999999
48201423000,0.847983015
48201423100,0.50570676
48201423201,0.0
48201423202,0.175353925
48201423301,0.030214425
48201423302,0.0
48201423401,0.0
48201423402,0.072111847
48201423500,0.0
48201423600,0.09642233900000001
48201430100,0.0
48201430200,0.0
48201430300,0.04324684
48201430400,0.043594306
48201430500,0.0
48201430600,0.0
48201430700,0.0
48201430800,0.0
48201430900,0.179616914
48201431000,0.021100226
48201431101,0.0
48201431102,0.0
48201431201,0.0
48201431202,0.0
48201431301,0.0
48201431302,0.0
48201431401,0.0
48201431402,0.0
48201431501,0.0
48201431502,0.0
48201431600,0.0
48201431700,0.098173516
48201431801,0.0
48201431802,0.0
48201431900,0.0
48201432001,0.0
48201432002,0.0
48201432100,0.0
48201432200,0.0
48201432300,0.0
48201432400,0.0
48201432500,0.0
48201432600,0.0
48201432701,0.0
48201432702,0.0
48201432801,0.0
48201432802,0.0
48201432901,0.0
48201432902,0.0
48201433001,0.0
48201433002,0.08920425800000001
48201433003,0.0
48201433100,0.5634218289999999
48201433201,0.441148325
48201433202,0.070212766
48201433300,0.0
48201433400,0.781553398
48201433501,0.7271863120000001
48201433502,0.0
48201433600,0.0
48201440100,0.301900585
48201450100,0.019230768999999998
