,FIPS,year,population,poverty-rate,median-household-income,median-property-value,evictions,eviction-rate
49633,48085031622,2016,5741.0,2.62,98372.0,208600.0,7.0,1.08
49650,48085031623,2016,2700.0,5.19,67368.0,195900.0,7.0,1.2
49667,48085031624,2016,4043.0,19.02,41125.0,152800.0,12.0,1.07
49684,48085031625,2016,4685.0,1.21,82813.0,192100.0,2.0,0.64
49701,48085031626,2016,2440.0,2.72,100905.0,192900.0,3.0,3.37
49718,48085031627,2016,5423.0,6.32,83023.0,174100.0,7.0,1.86
49735,48085031628,2016,3605.0,1.52,64365.0,146800.0,2.0,0.6
49752,48085031629,2016,3908.0,15.17,54902.0,157500.0,10.0,2.11
49769,48085031630,2016,4482.0,3.05,110846.0,233000.0,2.0,1.53
49786,48085031631,2016,5019.0,7.3,75205.0,196500.0,14.0,1.35
49803,48085031632,2016,5782.0,4.68,63616.0,267200.0,16.0,1.0
49820,48085031633,2016,3770.0,1.48,79617.0,174600.0,6.0,2.78
49837,48085031634,2016,3321.0,5.41,62128.0,137000.0,0.0,0.0
49854,48085031635,2016,4409.0,5.66,53851.0,145900.0,6.0,0.48
49871,48085031636,2016,6748.0,2.3,82274.0,191300.0,8.0,1.24
49888,48085031637,2016,6813.0,4.32,147121.0,342200.0,1.0,0.77
49905,48085031638,2016,7433.0,2.74,156071.0,306700.0,1.0,0.63
49922,48085031639,2016,6418.0,1.97,87356.0,240000.0,19.0,1.92
49939,48085031640,2016,8168.0,10.0,80673.0,260000.0,61.0,2.63
49956,48085031641,2016,6743.0,2.12,132768.0,270400.0,2.0,0.41
49973,48085031642,2016,4658.0,2.09,111726.0,232700.0,3.0,2.22
49990,48085031643,2016,4812.0,8.16,75434.0,268800.0,10.0,0.88
50007,48085031645,2016,2026.0,0.97,154821.0,384300.0,0.0,0.0
50024,48085031646,2016,5705.0,1.72,125990.0,605400.0,6.0,0.87
50041,48085031647,2016,3037.0,0.0,92796.0,392000.0,10.0,1.06
50058,48085031648,2016,7460.0,6.05,121029.0,678700.0,10.0,1.11
50075,48085031649,2016,4438.0,3.81,117697.0,453400.0,7.0,1.08
50092,48085031652,2016,7565.0,1.58,78464.0,258600.0,22.0,0.93
50109,48085031653,2016,7390.0,5.88,94504.0,255800.0,15.0,1.24
50126,48085031654,2016,4036.0,1.07,144943.0,358500.0,1.0,0.48
50143,48085031655,2016,4619.0,11.29,60742.0,184500.0,16.0,1.32
50160,48085031656,2016,2613.0,0.92,85982.0,379500.0,17.0,2.47
50177,48085031657,2016,2299.0,3.08,76167.0,351500.0,32.0,2.44
50194,48085031658,2016,4632.0,4.58,65240.0,268600.0,33.0,1.19
50211,48085031659,2016,1966.0,1.26,95547.0,218600.0,8.0,1.17
50228,48085031660,2016,4301.0,4.23,59209.0,393200.0,15.0,0.76
50245,48085031661,2016,3030.0,0.0,134875.0,302700.0,3.0,2.17
50262,48085031662,2016,5125.0,1.29,122465.0,286500.0,0.0,0.0
50279,48085031663,2016,3594.0,0.86,122115.0,263400.0,3.0,0.75
50296,48085031664,2016,4193.0,0.81,151250.0,335700.0,0.0,0.0
50313,48085031704,2016,3911.0,4.08,65038.0,329500.0,25.0,2.07
50330,48085031706,2016,2108.0,2.09,204297.0,623900.0,0.0,0.0
50347,48085031708,2016,3875.0,4.53,66743.0,298600.0,14.0,1.32
50364,48085031709,2016,4498.0,6.46,74669.0,288100.0,30.0,2.37
50381,48085031711,2016,3140.0,1.76,88194.0,254000.0,17.0,2.33
50398,48085031712,2016,5333.0,2.25,54311.0,207700.0,45.0,2.03
50415,48085031713,2016,4017.0,22.27,44927.0,553600.0,86.0,3.86
50432,48085031714,2016,6263.0,16.68,43800.0,515400.0,99.0,2.99
50449,48085031715,2016,2607.0,1.63,99900.0,288500.0,8.0,1.88
50466,48085031716,2016,2230.0,0.0,50255.0,250500.0,2.0,0.29
50483,48085031717,2016,2216.0,0.7,65341.0,244300.0,1.0,0.11
50500,48085031718,2016,2704.0,1.73,93654.0,314200.0,1.0,0.32
50517,48085031719,2016,1739.0,8.35,52316.0,272500.0,6.0,1.69
50534,48085031720,2016,4643.0,35.1,24026.0,115200.0,61.0,2.62
50551,48085031802,2016,5822.0,4.38,76061.0,190500.0,42.0,2.86
50568,48085031804,2016,4048.0,1.32,51016.0,255600.0,15.0,1.18
50585,48085031805,2016,5360.0,3.41,100969.0,260500.0,8.0,2.79
50619,48085031807,2016,4964.0,5.51,92083.0,178900.0,6.0,0.89
50636,48085031900,2016,4942.0,23.37,46321.0,114200.0,67.0,4.88
50653,48085032003,2016,5639.0,28.96,42143.0,112700.0,18.0,1.31
50670,48085032004,2016,7725.0,12.67,44784.0,134500.0,24.0,2.68
50687,48085032008,2016,3969.0,7.87,75093.0,141600.0,13.0,3.4
50704,48085032009,2016,7150.0,2.87,133143.0,249600.0,6.0,1.19
50721,48085032010,2016,5064.0,10.86,42734.0,137500.0,19.0,1.44
50738,48085032011,2016,6670.0,2.56,107049.0,320400.0,9.0,0.78
50755,48085032012,2016,4152.0,14.9,47261.0,126400.0,8.0,1.36
50772,48085032013,2016,6219.0,10.71,54784.0,132800.0,26.0,1.91
50789,48087950300,2016,3058.0,18.68,39743.0,64200.0,0.0,0.0
51299,48093950100,2016,4272.0,13.84,37467.0,77600.0,4.0,0.86
51316,48093950200,2016,3349.0,11.53,41875.0,106000.0,2.0,0.79
51333,48093950300,2016,4019.0,25.08,30697.0,49600.0,11.0,1.94
51350,48093950400,2016,1983.0,13.43,40217.0,69200.0,2.0,0.97
51367,48095950300,2016,4086.0,8.44,48368.0,86000.0,0.0,0.0
51384,48097000100,2016,5556.0,5.04,52610.0,111200.0,0.0,0.0
51401,48097000200,2016,5012.0,4.27,72443.0,158900.0,0.0,0.0
51418,48097000400,2016,2180.0,22.25,36510.0,67600.0,0.0,0.0
51435,48097000500,2016,3288.0,33.63,26021.0,63900.0,5.0,0.49
51452,48097000600,2016,5024.0,11.86,45907.0,103100.0,1.0,0.13
51469,48097000700,2016,7002.0,2.28,76758.0,179200.0,0.0,0.0
51486,48097000900,2016,4771.0,7.72,65553.0,126700.0,1.0,0.24
51503,48097001100,2016,5928.0,23.82,43601.0,99800.0,2.0,0.22
51520,48099010101,2016,3583.0,10.83,45714.0,81000.0,4.0,1.21
51537,48099010102,2016,3073.0,6.41,49900.0,151800.0,4.0,1.78
51571,48099010202,2016,4966.0,10.99,44821.0,101400.0,22.0,2.48
51588,48099010300,2016,2692.0,19.02,42614.0,83800.0,14.0,4.62
51605,48099010400,2016,4007.0,10.63,53704.0,109300.0,18.0,3.36
51690,48099010601,2016,4431.0,27.45,36117.0,94700.0,34.0,2.86
51707,48099010603,2016,5417.0,11.74,48030.0,90700.0,57.0,5.9
51724,48099010604,2016,5181.0,9.0,59411.0,151700.0,20.0,4.26
51741,48099010701,2016,4160.0,1.96,59034.0,88300.0,37.0,5.22
51758,48099010702,2016,3118.0,5.96,46703.0,81700.0,38.0,6.85
51775,48099010802,2016,5538.0,2.59,54484.0,105300.0,13.0,1.81
51792,48099010803,2016,2706.0,1.63,67571.0,128400.0,4.0,1.91
51809,48099010804,2016,4144.0,13.92,46983.0,99300.0,23.0,1.93
51843,48101950100,2016,1510.0,15.51,34955.0,42900.0,0.0,0.0
51860,48103950100,2016,4730.0,13.74,58333.0,75900.0,1.0,0.27
51877,48105950100,2016,3699.0,10.7,53678.0,79000.0,0.0,0.0
51894,48107950100,2016,2136.0,25.36,35990.0,50700.0,0.0,0.0
51911,48107950200,2016,2417.0,12.95,37835.0,53100.0,0.0,0.0
51928,48107950300,2016,1454.0,18.05,40000.0,58600.0,0.0,0.0
51945,48109950300,2016,2296.0,27.22,35000.0,60700.0,0.0,0.0
51962,48111950100,2016,1512.0,7.84,56071.0,89100.0,0.0,0.0
51979,48111950300,2016,5502.0,17.35,38444.0,67900.0,0.0,0.0
51996,48113000100,2016,3951.0,2.79,97679.0,560300.0,10.0,1.26
52013,48113000201,2016,2907.0,0.0,89605.0,343500.0,1.0,0.29
52030,48113000202,2016,3759.0,2.02,80956.0,363000.0,2.0,0.21
52047,48113000300,2016,4316.0,0.0,95476.0,408400.0,8.0,0.7
52064,48113000401,2016,6430.0,20.58,50504.0,119400.0,17.0,1.01
52081,48113000404,2016,3698.0,13.83,52321.0,144700.0,17.0,1.45
52098,48113000405,2016,2260.0,30.3,28750.0,194400.0,53.0,4.76
52115,48113000406,2016,7966.0,14.51,45593.0,99700.0,23.0,1.62
52132,48113000500,2016,4622.0,9.87,57961.0,281100.0,33.0,1.02
52149,48113000601,2016,6131.0,18.4,41303.0,292500.0,52.0,2.26
52166,48113000603,2016,4144.0,0.0,92744.0,284300.0,19.0,1.37
52183,48113000605,2016,2443.0,12.3,69241.0,259800.0,6.0,0.69
52200,48113000606,2016,2808.0,4.66,80917.0,374200.0,3.0,0.46
52217,48113000701,2016,4374.0,3.69,102018.0,263500.0,5.0,0.18
52234,48113000702,2016,2919.0,0.0,60678.0,311800.0,8.0,0.48
52251,48113000800,2016,7051.0,19.84,44694.0,160200.0,55.0,2.37
52268,48113000900,2016,4644.0,36.1,46152.0,305300.0,21.0,0.88
52285,48113001001,2016,1805.0,0.0,76563.0,368900.0,0.0,0.0
52302,48113001002,2016,2006.0,6.78,68750.0,257700.0,3.0,0.47
52319,48113001101,2016,3545.0,11.79,61050.0,316100.0,17.0,1.53
52336,48113001102,2016,2523.0,0.0,98611.0,371400.0,4.0,0.69
52353,48113001202,2016,3527.0,14.11,44450.0,295500.0,24.0,1.67
52370,48113001203,2016,1489.0,15.08,61650.0,251400.0,3.0,2.46
52387,48113001204,2016,3138.0,20.7,40236.0,87800.0,4.0,1.26
52404,48113001301,2016,2405.0,8.43,53391.0,330500.0,5.0,0.48
52421,48113001302,2016,2418.0,17.27,37308.0,363600.0,55.0,5.72
52438,48113001400,2016,3828.0,26.91,34806.0,270100.0,101.0,7.37
52455,48113001502,2016,3319.0,32.89,34229.0,148000.0,59.0,5.35
52489,48113001504,2016,2694.0,23.8,32418.0,254300.0,54.0,4.92
52506,48113001600,2016,4274.0,35.13,48801.0,231600.0,0.0,0.0
52523,48113001701,2016,466.0,7.87,102153.0,880100.0,0.0,0.0
52540,48113001703,2016,3523.0,0.0,111021.0,435700.0,0.0,0.0
52557,48113001704,2016,1361.0,0.0,96094.0,438800.0,0.0,0.0
52574,48113001800,2016,4248.0,0.0,82652.0,306900.0,0.0,0.0
52591,48113001900,2016,5095.0,19.39,97679.0,579700.0,8.0,0.25
52608,48113002000,2016,5350.0,16.83,37438.0,87300.0,88.0,3.47
52642,48113002200,2016,2258.0,14.13,56693.0,311200.0,1.0,0.09
52659,48113002400,2016,3339.0,25.34,36522.0,91900.0,15.0,2.9
52676,48113002500,2016,4854.0,32.31,24911.0,70300.0,33.0,3.95
52693,48113002701,2016,3043.0,51.75,13947.0,79800.0,0.0,0.0
52710,48113002702,2016,1747.0,32.34,23864.0,56300.0,0.0,0.0
52727,48113003101,2016,3129.0,3.61,71484.0,205200.0,0.0,0.0
52744,48113003400,2016,1413.0,26.54,26537.0,66300.0,0.0,0.0
52761,48113003700,2016,3121.0,25.43,25945.0,49400.0,0.0,0.0
52778,48113003800,2016,2054.0,34.66,21875.0,50300.0,0.0,0.0
52795,48113003901,2016,1826.0,52.3,18060.0,43300.0,0.0,0.0
52812,48113003902,2016,1682.0,11.2,30000.0,63600.0,0.0,0.0
52829,48113004000,2016,980.0,53.57,19773.0,42500.0,0.0,0.0
52846,48113004100,2016,1120.0,41.96,22404.0,63500.0,13.0,4.66
52863,48113004201,2016,4211.0,20.59,50110.0,220600.0,10.0,1.42
52880,48113004202,2016,2503.0,20.48,43828.0,221500.0,5.0,0.98
52897,48113004300,2016,1777.0,16.4,34100.0,68900.0,12.0,3.02
52914,48113004400,2016,3389.0,0.0,98321.0,337200.0,13.0,2.44
52931,48113004500,2016,5728.0,15.61,49545.0,119900.0,28.0,3.16
52948,48113004600,2016,1559.0,0.0,56806.0,206900.0,19.0,4.31
52965,48113004700,2016,3708.0,35.25,35497.0,89400.0,11.0,1.54
52982,48113004800,2016,2838.0,41.05,29679.0,81700.0,10.0,1.55
52999,48113004900,2016,4410.0,44.36,21871.0,56300.0,0.0,0.0
53016,48113005000,2016,4425.0,26.82,32841.0,61600.0,5.0,0.79
53033,48113005100,2016,3048.0,19.49,43092.0,100900.0,10.0,3.31
53050,48113005200,2016,4300.0,17.23,45893.0,85500.0,8.0,1.59
53067,48113005300,2016,7224.0,22.76,41576.0,87700.0,4.0,0.7
53084,48113005400,2016,5224.0,33.1,24987.0,65100.0,22.0,3.77
53101,48113005500,2016,4072.0,27.99,27455.0,65500.0,0.0,0.0
53118,48113005600,2016,7965.0,35.69,29831.0,62400.0,7.0,1.02
53135,48113005700,2016,4645.0,35.71,24273.0,53900.0,0.0,0.0
53152,48113005901,2016,5047.0,18.2,28553.0,66200.0,0.0,0.0
53169,48113005902,2016,4231.0,38.58,26406.0,65300.0,0.0,0.0
53186,48113006001,2016,4533.0,31.28,29291.0,72100.0,17.0,3.02
53203,48113006002,2016,5657.0,38.69,22869.0,103400.0,0.0,0.0
53220,48113006100,2016,4296.0,16.22,39042.0,120900.0,0.0,0.0
53237,48113006200,2016,6312.0,27.31,38638.0,105800.0,54.0,6.3
53254,48113006301,2016,5691.0,16.86,43275.0,83100.0,6.0,1.6
53271,48113006302,2016,4388.0,20.97,46127.0,95100.0,4.0,1.55
53288,48113006401,2016,2612.0,12.03,49563.0,85400.0,3.0,1.83
53305,48113006402,2016,5949.0,24.44,40451.0,85500.0,9.0,1.47
53322,48113006501,2016,6644.0,27.88,36350.0,89000.0,5.0,0.91
53339,48113006502,2016,4258.0,17.27,46797.0,80800.0,1.0,0.52
53356,48113006700,2016,7912.0,23.13,31947.0,77300.0,37.0,3.89
53373,48113006800,2016,5766.0,28.8,33625.0,82700.0,54.0,5.06
53390,48113006900,2016,3512.0,43.33,24170.0,149400.0,31.0,3.15
53407,48113007101,2016,2091.0,1.79,109444.0,580100.0,0.0,0.0
53424,48113007102,2016,5606.0,4.39,43974.0,125000.0,16.0,1.22
53441,48113007201,2016,8474.0,29.56,31851.0,55100.0,90.0,3.89
53458,48113007202,2016,8104.0,30.92,26741.0,74500.0,72.0,3.06
53475,48113007301,2016,2068.0,1.28,213144.0,742000.0,0.0,0.0
53492,48113007302,2016,4779.0,8.38,109821.0,620000.0,0.0,0.0
53509,48113007601,2016,1983.0,2.15,152083.0,664200.0,0.0,0.0
53526,48113007604,2016,3180.0,0.83,214306.0,952100.0,0.0,0.0
53543,48113007605,2016,1789.0,0.99,125089.0,586800.0,0.0,0.0
53560,48113007700,2016,5092.0,1.98,107500.0,395800.0,0.0,0.0
53577,48113007801,2016,2179.0,1.36,97778.0,554500.0,0.0,0.0
53594,48113007804,2016,5208.0,18.56,41605.0,83100.0,0.0,0.0
53611,48113007805,2016,3131.0,4.69,54227.0,158800.0,1.0,0.15
53628,48113007809,2016,2271.0,12.01,60483.0,256700.0,9.0,1.5
53645,48113007810,2016,3928.0,16.33,51469.0,301800.0,0.0,0.0
53662,48113007811,2016,5684.0,30.55,32838.0,87400.0,0.0,0.0
53679,48113007812,2016,2893.0,0.0,151375.0,368600.0,0.0,0.0
53696,48113007815,2016,5014.0,55.08,23592.0,44000.0,0.0,0.0
53747,48113007820,2016,6080.0,44.94,26147.0,75300.0,0.0,0.0
53764,48113007821,2016,3359.0,30.42,27464.0,43100.0,0.0,0.0
53815,48113007824,2016,1829.0,0.85,150457.0,333900.0,0.0,0.0
53832,48113007825,2016,5997.0,24.21,51537.0,357900.0,0.0,0.0
53849,48113007826,2016,353.0,5.06,35192.0,89200.0,0.0,0.0
53866,48113007827,2016,2596.0,20.83,31908.0,72200.0,0.0,0.0
53883,48113007902,2016,4794.0,3.63,64786.0,252700.0,25.0,2.17
53900,48113007903,2016,2197.0,2.03,84427.0,353700.0,2.0,0.77
53917,48113007906,2016,2328.0,0.0,136719.0,839400.0,0.0,0.0
54002,48113007913,2016,2802.0,9.26,73775.0,103800.0,3.0,0.41
54019,48113007914,2016,2669.0,15.56,42313.0,123500.0,12.0,1.1
54036,48113008000,2016,6926.0,0.0,155625.0,492400.0,2.0,0.8
54053,48113008100,2016,6490.0,1.67,73619.0,333900.0,6.0,0.37
54070,48113008200,2016,4043.0,17.01,56875.0,276800.0,44.0,5.81
54087,48113008400,2016,9175.0,28.05,35572.0,72300.0,20.0,1.84
54104,48113008500,2016,5568.0,23.46,40208.0,77900.0,40.0,8.26
54121,48113008603,2016,942.0,52.34,17237.0,90800.0,0.0,0.0
54138,48113008604,2016,2860.0,52.48,16647.0,75800.0,1.0,0.1
54155,48113008701,2016,4221.0,45.73,17509.0,52000.0,0.0,0.0
54172,48113008703,2016,3163.0,43.24,25742.0,43500.0,0.0,0.0
54189,48113008704,2016,3402.0,30.96,23148.0,61100.0,0.0,0.0
54206,48113008705,2016,1358.0,19.48,30638.0,59800.0,0.0,0.0
54223,48113008801,2016,2711.0,31.0,25638.0,67800.0,0.0,0.0
54240,48113008802,2016,5932.0,43.91,21083.0,50200.0,0.0,0.0
54257,48113008900,2016,2859.0,29.73,23356.0,53600.0,0.0,0.0
54274,48113009000,2016,8670.0,31.55,27802.0,83300.0,53.0,3.89
54291,48113009101,2016,5765.0,35.08,37372.0,82000.0,0.0,0.0
54308,48113009103,2016,3576.0,24.85,35351.0,79900.0,0.0,0.0
54325,48113009104,2016,3848.0,23.72,36500.0,71300.0,0.0,0.0
54342,48113009105,2016,4102.0,19.41,39879.0,61700.0,0.0,0.0
54359,48113009201,2016,6349.0,26.69,36387.0,71200.0,0.0,0.0
54376,48113009202,2016,5840.0,32.53,33706.0,67800.0,0.0,0.0
54393,48113009301,2016,5704.0,24.77,41518.0,68500.0,0.0,0.0
54410,48113009303,2016,4076.0,31.65,37924.0,56000.0,0.0,0.0
54427,48113009304,2016,6203.0,60.37,16892.0,69300.0,0.0,0.0
54444,48113009401,2016,3760.0,8.45,54329.0,174500.0,2.0,0.45
54461,48113009402,2016,2442.0,3.13,100407.0,290400.0,0.0,0.0
54478,48113009500,2016,2365.0,0.74,145000.0,402200.0,0.0,0.0
54495,48113009603,2016,4908.0,2.92,117870.0,372500.0,0.0,0.0
54512,48113009604,2016,4672.0,9.76,55096.0,346900.0,0.0,0.0
54529,48113009605,2016,3637.0,19.24,44201.0,134500.0,0.0,0.0
54546,48113009607,2016,3405.0,1.06,73007.0,203400.0,0.0,0.0
54563,48113009608,2016,3829.0,10.66,82014.0,265200.0,0.0,0.0
54580,48113009609,2016,2786.0,0.0,128281.0,398100.0,0.0,0.0
54614,48113009611,2016,3667.0,6.83,51203.0,133900.0,4.0,1.29
54631,48113009701,2016,5425.0,18.45,55694.0,166900.0,2.0,0.39
54648,48113009702,2016,3125.0,10.21,102404.0,255600.0,0.0,0.0
54665,48113009802,2016,6521.0,22.95,34159.0,103500.0,20.0,2.01
54682,48113009803,2016,2237.0,18.5,50000.0,140900.0,28.0,8.12
54699,48113009804,2016,8252.0,40.43,30484.0,54300.0,25.0,1.32
54733,48113010000,2016,11185.0,24.75,56103.0,78900.0,35.0,2.64
54750,48113010101,2016,4690.0,28.44,27652.0,83700.0,37.0,5.75
54767,48113010102,2016,3029.0,27.0,39939.0,74300.0,10.0,3.08
54784,48113010500,2016,3111.0,22.11,35065.0,63400.0,2.0,0.84
54801,48113010601,2016,6107.0,19.31,38274.0,77100.0,6.0,1.44
54818,48113010602,2016,3183.0,29.71,27386.0,86900.0,11.0,2.47
54835,48113010701,2016,5195.0,22.61,43484.0,58800.0,22.0,1.92
54852,48113010703,2016,2743.0,21.89,35786.0,88500.0,47.0,11.19
54869,48113010704,2016,4846.0,24.87,38800.0,98500.0,40.0,3.74
54886,48113010801,2016,9872.0,23.75,33330.0,101100.0,20.0,1.27
54903,48113010803,2016,6767.0,14.94,43958.0,123900.0,0.0,0.0
54920,48113010804,2016,4665.0,39.74,22169.0,98500.0,79.0,6.21
54937,48113010805,2016,6290.0,21.33,37983.0,107300.0,30.0,3.55
54954,48113010902,2016,6937.0,19.69,29337.0,108200.0,0.0,0.0
54971,48113010903,2016,3512.0,22.65,32471.0,101200.0,0.0,0.0
54988,48113010904,2016,3271.0,36.26,26908.0,120500.0,0.0,0.0
55005,48113011001,2016,6878.0,10.76,40356.0,96700.0,0.0,0.0
55022,48113011002,2016,3329.0,11.93,46971.0,104100.0,0.0,0.0
55039,48113011101,2016,3959.0,10.14,49361.0,115000.0,0.0,0.0
55056,48113011103,2016,3277.0,28.21,36295.0,80300.0,0.0,0.0
55073,48113011104,2016,3906.0,36.82,28185.0,67000.0,0.0,0.0
55090,48113011105,2016,4256.0,47.2,23444.0,75700.0,0.0,0.0
55107,48113011200,2016,6850.0,16.37,42141.0,88100.0,0.0,0.0
55124,48113011300,2016,4986.0,23.07,37544.0,78300.0,0.0,0.0
55141,48113011401,2016,4746.0,37.2,22631.0,53500.0,0.0,0.0
55158,48113011500,2016,3092.0,44.03,26194.0,70800.0,0.0,0.0
55175,48113011601,2016,4375.0,28.23,28861.0,54700.0,0.0,0.0
55192,48113011602,2016,6973.0,22.25,34738.0,76300.0,0.0,0.0
55209,48113011701,2016,6705.0,28.7,32636.0,86000.0,0.0,0.0
55226,48113011702,2016,5798.0,34.47,32769.0,78700.0,0.0,0.0
55243,48113011800,2016,9417.0,31.8,35100.0,73000.0,0.0,0.0
55260,48113011900,2016,9729.0,23.92,40414.0,75200.0,0.0,0.0
55277,48113012000,2016,7461.0,30.02,30975.0,82700.0,0.0,0.0
55294,48113012100,2016,5974.0,23.11,36319.0,83200.0,0.0,0.0
55311,48113012204,2016,6354.0,23.51,50000.0,151300.0,44.0,5.3
55328,48113012206,2016,4568.0,16.47,56115.0,138400.0,23.0,5.48
55345,48113012207,2016,8335.0,26.28,34120.0,130500.0,147.0,9.0
55379,48113012209,2016,3555.0,17.13,59911.0,237600.0,84.0,15.79
55396,48113012210,2016,3848.0,24.9,23672.0,165400.0,208.0,12.4
55413,48113012211,2016,3981.0,26.83,26300.0,114600.0,73.0,5.7
55430,48113012301,2016,5047.0,34.27,32958.0,88700.0,48.0,10.98
55447,48113012302,2016,7806.0,43.19,24940.0,104500.0,205.0,11.51
55464,48113012400,2016,5576.0,3.88,74815.0,158800.0,13.0,2.46
55481,48113012500,2016,7878.0,25.12,41696.0,88000.0,28.0,4.26
55498,48113012601,2016,6592.0,18.28,42719.0,115100.0,100.0,10.2
55515,48113012603,2016,2036.0,18.81,47153.0,98700.0,3.0,2.27
55532,48113012604,2016,6952.0,15.92,32210.0,146700.0,245.0,13.14
55549,48113012701,2016,6869.0,28.47,35659.0,77300.0,25.0,2.79
55566,48113012702,2016,3506.0,24.68,40662.0,83700.0,5.0,1.67
55583,48113012800,2016,7576.0,10.42,65083.0,205500.0,28.0,3.66
55600,48113012900,2016,4155.0,9.49,85815.0,229700.0,0.0,0.0
55617,48113013004,2016,6369.0,3.37,105583.0,314600.0,0.0,0.0
55634,48113013005,2016,3261.0,7.1,70000.0,215400.0,0.0,0.0
55651,48113013007,2016,3275.0,9.11,57742.0,173000.0,0.0,0.0
55668,48113013008,2016,3459.0,10.32,89048.0,354800.0,0.0,0.0
55685,48113013009,2016,4880.0,10.05,55286.0,267600.0,0.0,0.0
55702,48113013010,2016,4889.0,22.87,27674.0,150900.0,0.0,0.0
55719,48113013011,2016,5229.0,34.4,28345.0,161200.0,0.0,0.0
55736,48113013101,2016,2766.0,2.9,97668.0,456700.0,0.0,0.0
55753,48113013102,2016,1642.0,3.07,90000.0,349300.0,0.0,0.0
55770,48113013104,2016,1029.0,1.36,66500.0,127800.0,0.0,0.0
55787,48113013105,2016,6663.0,23.65,32910.0,140500.0,0.0,0.0
55804,48113013200,2016,6577.0,10.2,87129.0,600000.0,0.0,0.0
55821,48113013300,2016,2072.0,1.41,230463.0,730600.0,0.0,0.0
55838,48113013400,2016,1925.0,0.0,152045.0,579700.0,0.0,0.0
55855,48113013500,2016,2446.0,0.64,198750.0,751700.0,0.0,0.0
55872,48113013605,2016,5708.0,4.56,91630.0,256900.0,0.0,0.0
55889,48113013606,2016,6113.0,4.96,60479.0,282000.0,0.0,0.0
55906,48113013607,2016,3609.0,6.95,94830.0,314400.0,0.0,0.0
55923,48113013608,2016,2541.0,1.2,117292.0,490800.0,0.0,0.0
55940,48113013609,2016,3883.0,18.95,72723.0,440100.0,0.0,0.0
55957,48113013610,2016,4626.0,9.75,73798.0,220500.0,0.0,0.0
55974,48113013611,2016,2483.0,0.0,119476.0,639200.0,0.0,0.0
55991,48113013615,2016,5634.0,32.27,34818.0,150400.0,0.0,0.0
56008,48113013616,2016,6175.0,13.33,70275.0,255800.0,0.0,0.0
56025,48113013617,2016,2799.0,14.68,70750.0,268300.0,5.0,1.21
56042,48113013618,2016,2259.0,1.37,95500.0,323900.0,0.0,0.0
56059,48113013619,2016,4942.0,3.63,126667.0,321500.0,0.0,0.0
56093,48113013621,2016,3951.0,2.9,43724.0,109500.0,0.0,0.0
56110,48113013622,2016,2908.0,18.22,43460.0,369400.0,0.0,0.0
56127,48113013623,2016,7116.0,21.37,36620.0,102100.0,0.0,0.0
56144,48113013624,2016,3654.0,8.5,51585.0,102100.0,0.0,0.0
56195,48113013711,2016,3470.0,22.32,40603.0,117600.0,0.0,0.0
56212,48113013712,2016,2450.0,14.18,64219.0,118800.0,0.0,0.0
56229,48113013713,2016,1581.0,40.36,26154.0,74300.0,0.0,0.0
56246,48113013714,2016,6992.0,14.14,51968.0,112700.0,0.0,0.0
56263,48113013715,2016,2604.0,4.04,58919.0,116200.0,1.0,0.86
56280,48113013716,2016,5196.0,7.52,63188.0,138900.0,1.0,0.27
56297,48113013717,2016,2885.0,20.94,39429.0,129200.0,0.0,0.0
56314,48113013718,2016,5116.0,20.38,45139.0,114000.0,0.0,0.0
56331,48113013719,2016,3951.0,13.41,68155.0,190300.0,0.0,0.0
56348,48113013720,2016,5900.0,18.79,56442.0,131000.0,0.0,0.0
56365,48113013721,2016,6181.0,1.31,108019.0,200100.0,0.0,0.0
56382,48113013722,2016,3603.0,8.82,56567.0,145800.0,14.0,0.94
56399,48113013725,2016,4215.0,19.36,44659.0,192400.0,0.0,0.0
56416,48113013726,2016,2979.0,0.0,81875.0,283100.0,0.0,0.0
56433,48113013727,2016,3031.0,6.49,70357.0,256200.0,0.0,0.0
56450,48113013803,2016,5788.0,2.62,74537.0,202800.0,0.0,0.0
56467,48113013804,2016,3298.0,5.88,57122.0,166800.0,0.0,0.0
56501,48113013806,2016,3241.0,1.38,70325.0,292200.0,0.0,0.0
56518,48113013901,2016,3555.0,13.22,49922.0,100000.0,0.0,0.0
56535,48113013902,2016,4472.0,11.0,55375.0,124700.0,0.0,0.0
56552,48113014001,2016,3946.0,6.79,65486.0,161200.0,0.0,0.0
56603,48113014113,2016,4751.0,7.57,42203.0,160900.0,44.0,2.38
56637,48113014115,2016,7578.0,7.14,57935.0,117900.0,21.0,3.19
56654,48113014116,2016,5002.0,6.72,40938.0,265700.0,61.0,2.98
56671,48113014119,2016,4088.0,4.53,111250.0,241400.0,0.0,0.0
56688,48113014120,2016,5170.0,1.5,113889.0,271100.0,0.0,0.0
56705,48113014121,2016,5121.0,11.22,73852.0,320800.0,0.0,0.0
56722,48113014123,2016,6106.0,0.4,146146.0,326800.0,0.0,0.0
56739,48113014124,2016,4435.0,2.23,151445.0,373600.0,2.0,1.94
56756,48113014126,2016,6871.0,4.12,113625.0,287500.0,0.0,0.0
56773,48113014127,2016,8449.0,6.43,79512.0,349300.0,29.0,1.14
56790,48113014128,2016,3708.0,8.17,73125.0,221900.0,12.0,1.61
56807,48113014129,2016,5579.0,0.0,98304.0,332900.0,8.0,0.4
