,FIPS,year,population,poverty-rate,median-household-income,median-property-value,evictions,eviction-rate
73280,48201211000,2016,1854.0,21.84,27007.0,70400.0,14.0,2.73
73297,48201211100,2016,5710.0,44.81,19907.0,55300.0,93.0,7.29
73314,48201211200,2016,2553.0,37.2,20169.0,49900.0,74.0,10.82
73331,48201211300,2016,5163.0,49.5,16912.0,64200.0,103.0,7.55
73348,48201211400,2016,3844.0,43.77,27125.0,156300.0,46.0,5.51
73365,48201211500,2016,7382.0,32.06,36023.0,70700.0,15.0,1.57
73382,48201211600,2016,2755.0,25.22,21075.0,62500.0,16.0,3.82
73399,48201211700,2016,3863.0,38.41,17500.0,45900.0,57.0,6.64
73416,48201211900,2016,5292.0,26.1,32382.0,63300.0,5.0,0.79
73433,48201212300,2016,6088.0,40.25,24468.0,81300.0,28.0,2.41
73450,48201212400,2016,3081.0,30.17,30987.0,82300.0,7.0,1.5
73467,48201212500,2016,3520.0,22.04,31176.0,60200.0,21.0,4.34
73484,48201220100,2016,2310.0,25.13,32350.0,68000.0,29.0,10.21
73501,48201220200,2016,2664.0,16.01,34961.0,95100.0,5.0,1.08
73518,48201220300,2016,4452.0,22.78,39831.0,79000.0,6.0,0.8
73535,48201220400,2016,4346.0,30.02,33802.0,82900.0,12.0,1.4
73552,48201220500,2016,4054.0,26.06,18289.0,78600.0,28.0,1.88
73569,48201220600,2016,3806.0,33.37,37260.0,83100.0,6.0,1.01
73586,48201220700,2016,5485.0,42.22,22464.0,80100.0,17.0,1.46
73603,48201220800,2016,2787.0,54.41,22132.0,84600.0,48.0,6.69
73620,48201220900,2016,1610.0,21.88,34594.0,69200.0,29.0,11.03
73637,48201221000,2016,3520.0,31.52,36550.0,83200.0,14.0,2.93
73654,48201221100,2016,3717.0,25.76,36071.0,87400.0,6.0,1.36
73671,48201221200,2016,6381.0,19.49,40913.0,84100.0,9.0,1.86
73688,48201221300,2016,8843.0,26.89,36569.0,83400.0,8.0,0.79
73705,48201221400,2016,6125.0,51.81,24163.0,90600.0,54.0,5.3
73722,48201221500,2016,9214.0,41.89,26620.0,84500.0,56.0,3.24
73739,48201221600,2016,10062.0,22.25,46236.0,94300.0,27.0,3.83
73756,48201221700,2016,8555.0,28.12,34617.0,71500.0,8.0,0.95
73773,48201221800,2016,3842.0,29.19,34089.0,75300.0,8.0,1.54
73790,48201221900,2016,4284.0,27.68,39336.0,74300.0,12.0,2.53
73807,48201222000,2016,2565.0,21.34,38542.0,77400.0,2.0,1.09
73824,48201222100,2016,5321.0,27.14,33036.0,71400.0,8.0,1.54
73841,48201222200,2016,3951.0,31.94,40513.0,85800.0,2.0,0.38
73858,48201222300,2016,4803.0,33.33,33879.0,77400.0,18.0,4.77
73875,48201222401,2016,3112.0,40.88,28941.0,73000.0,12.0,2.51
73892,48201222402,2016,6743.0,35.85,35566.0,78500.0,15.0,2.82
73909,48201222501,2016,4052.0,38.51,25795.0,94800.0,14.0,2.58
73926,48201222502,2016,3930.0,27.19,41176.0,95000.0,9.0,3.2
73943,48201222503,2016,7789.0,42.66,29401.0,87000.0,24.0,2.26
73977,48201222700,2016,5521.0,47.88,15972.0,86500.0,105.0,5.38
73994,48201222800,2016,2940.0,27.23,38786.0,80000.0,7.0,1.73
74011,48201222900,2016,9040.0,23.63,43937.0,91300.0,17.0,2.74
74028,48201223001,2016,4409.0,42.65,41806.0,83900.0,16.0,4.64
74045,48201223002,2016,4106.0,46.7,24497.0,91800.0,37.0,5.83
74062,48201223100,2016,1961.0,34.08,37981.0,87500.0,3.0,1.76
74079,48201230100,2016,1249.0,41.34,26638.0,86800.0,14.0,3.45
74096,48201230200,2016,4730.0,38.64,25430.0,75200.0,52.0,5.74
74113,48201230300,2016,1768.0,30.28,23153.0,74300.0,23.0,6.63
74130,48201230400,2016,3099.0,19.47,31990.0,53800.0,45.0,6.22
74147,48201230500,2016,3576.0,30.16,38094.0,74800.0,15.0,2.94
74164,48201230600,2016,2724.0,25.91,24759.0,71800.0,10.0,3.02
74181,48201230700,2016,2618.0,31.44,25313.0,71500.0,48.0,9.09
74198,48201230800,2016,2590.0,12.29,30595.0,59600.0,7.0,2.57
74215,48201230900,2016,3674.0,27.5,26989.0,46200.0,11.0,1.5
74232,48201231000,2016,3773.0,16.96,34511.0,51800.0,14.0,3.06
74249,48201231100,2016,4907.0,22.4,35719.0,65100.0,10.0,2.0
74266,48201231200,2016,7791.0,28.93,30375.0,71800.0,27.0,2.17
74283,48201231300,2016,4218.0,24.37,27181.0,76400.0,30.0,4.97
74300,48201231400,2016,2597.0,9.94,37885.0,65600.0,2.0,1.06
74317,48201231500,2016,2898.0,26.34,31910.0,56600.0,11.0,3.3
74334,48201231600,2016,2821.0,14.51,36600.0,66200.0,8.0,3.01
74351,48201231700,2016,3417.0,27.54,35955.0,68700.0,6.0,1.29
74368,48201231800,2016,2591.0,23.2,31875.0,67300.0,7.0,2.66
74385,48201231900,2016,6570.0,28.23,36794.0,61400.0,6.0,0.91
74402,48201232000,2016,3826.0,12.0,50302.0,70900.0,7.0,1.73
74419,48201232100,2016,3022.0,27.72,33466.0,53800.0,11.0,2.23
74436,48201232200,2016,14186.0,12.27,59212.0,238500.0,52.0,2.42
74453,48201232301,2016,9806.0,22.97,41125.0,89500.0,52.0,4.81
74470,48201232302,2016,11232.0,12.96,61099.0,100800.0,17.0,2.46
74487,48201232401,2016,8810.0,16.09,53709.0,121400.0,9.0,1.91
74504,48201232402,2016,3963.0,21.75,41689.0,83300.0,6.0,1.08
74521,48201232403,2016,4261.0,13.41,37141.0,76400.0,6.0,1.02
74538,48201232500,2016,3812.0,7.5,42305.0,81900.0,20.0,6.39
74555,48201232600,2016,2995.0,7.23,55774.0,89200.0,3.0,1.49
74572,48201232701,2016,8909.0,28.6,35747.0,83100.0,62.0,3.82
74589,48201232702,2016,6327.0,31.57,33144.0,102000.0,53.0,3.32
74606,48201232800,2016,5843.0,12.73,42603.0,117600.0,30.0,2.15
74623,48201232900,2016,7588.0,14.16,50607.0,117400.0,28.0,1.57
74640,48201233001,2016,3470.0,17.59,40292.0,97500.0,36.0,5.67
74657,48201233002,2016,4209.0,8.59,71023.0,119900.0,1.0,0.95
74674,48201233003,2016,2385.0,3.67,70938.0,106200.0,1.0,1.0
74691,48201233101,2016,4347.0,26.8,37346.0,75500.0,12.0,1.74
74708,48201233102,2016,7273.0,36.12,34893.0,60400.0,12.0,1.2
74725,48201233103,2016,5477.0,36.11,28750.0,63000.0,11.0,1.2
74742,48201233200,2016,5584.0,9.75,53760.0,79600.0,3.0,0.72
74759,48201233300,2016,5147.0,18.56,43513.0,58500.0,21.0,3.64
74776,48201233400,2016,2752.0,32.31,22692.0,80200.0,16.0,2.78
74793,48201233500,2016,7999.0,35.45,27438.0,72900.0,9.0,1.17
74810,48201233600,2016,1995.0,41.99,31056.0,60900.0,13.0,4.01
74827,48201233701,2016,5455.0,19.11,42955.0,64200.0,5.0,0.97
74844,48201233702,2016,3119.0,15.59,40288.0,64600.0,5.0,1.28
74861,48201233703,2016,2506.0,15.68,44875.0,71300.0,7.0,3.24
74878,48201240100,2016,4456.0,41.5,24866.0,90900.0,85.0,5.89
74895,48201240400,2016,7086.0,21.35,52484.0,116400.0,38.0,5.24
74912,48201240501,2016,6339.0,40.64,25101.0,96300.0,256.0,13.64
74929,48201240502,2016,5460.0,46.37,19893.0,70500.0,166.0,7.72
74963,48201240701,2016,15940.0,7.73,64802.0,106600.0,88.0,6.3
74980,48201240702,2016,12893.0,16.92,54964.0,92200.0,65.0,5.96
74997,48201240801,2016,7050.0,27.96,39451.0,124000.0,118.0,5.53
75014,48201240802,2016,4462.0,8.51,46972.0,112200.0,81.0,12.37
75031,48201240901,2016,9820.0,9.39,65837.0,98900.0,27.0,2.81
75048,48201240902,2016,12984.0,9.08,56762.0,110300.0,39.0,3.29
75065,48201241000,2016,8429.0,12.41,60421.0,91800.0,33.0,3.63
75082,48201241101,2016,5190.0,8.88,62064.0,94600.0,12.0,3.28
75099,48201241102,2016,12123.0,11.81,62847.0,99200.0,54.0,5.17
75116,48201241103,2016,3926.0,14.73,49211.0,87600.0,37.0,4.27
75133,48201241200,2016,7094.0,11.25,55437.0,100800.0,69.0,7.53
75150,48201241300,2016,11928.0,6.04,86010.0,168800.0,19.0,2.52
75167,48201241400,2016,8252.0,3.51,74333.0,124100.0,16.0,2.14
75184,48201241500,2016,9411.0,16.31,35525.0,74900.0,95.0,4.06
75201,48201250100,2016,8648.0,5.72,59069.0,113500.0,25.0,3.81
75218,48201250200,2016,8936.0,13.81,53889.0,88800.0,30.0,2.61
75235,48201250301,2016,8419.0,2.49,62598.0,110900.0,21.0,2.46
75252,48201250302,2016,10719.0,5.25,76688.0,145600.0,16.0,2.59
75269,48201250401,2016,12217.0,4.89,86549.0,146000.0,19.0,4.45
75286,48201250402,2016,17659.0,5.52,103661.0,185400.0,33.0,2.22
75303,48201250500,2016,5545.0,7.98,67714.0,130500.0,20.0,2.57
75320,48201250600,2016,8296.0,25.44,35903.0,103800.0,62.0,2.75
75337,48201250701,2016,5870.0,11.51,76049.0,120800.0,14.0,3.97
75354,48201250702,2016,4903.0,5.18,101563.0,161900.0,3.0,1.95
75371,48201250800,2016,8425.0,2.2,113421.0,193700.0,5.0,1.59
75388,48201250900,2016,10268.0,2.61,124814.0,344500.0,8.0,1.06
75405,48201251000,2016,3190.0,7.6,59073.0,466300.0,6.0,0.69
75422,48201251100,2016,7578.0,2.6,74552.0,165900.0,5.0,0.84
75439,48201251200,2016,6180.0,9.67,77839.0,140000.0,7.0,1.65
75456,48201251300,2016,7844.0,2.88,99603.0,172000.0,2.0,0.58
75473,48201251401,2016,2645.0,0.0,117292.0,166300.0,7.0,8.43
75490,48201251402,2016,6062.0,4.63,64705.0,120500.0,12.0,1.69
75507,48201251501,2016,5392.0,0.87,126468.0,242700.0,2.0,1.77
75524,48201251502,2016,10028.0,2.99,119942.0,220800.0,3.0,0.62
75541,48201251503,2016,2198.0,0.96,104688.0,159100.0,2.0,3.08
75558,48201251600,2016,6190.0,3.67,85938.0,207700.0,3.0,1.14
75575,48201251700,2016,7727.0,5.17,65445.0,129700.0,19.0,2.2
75592,48201251800,2016,2214.0,3.07,83500.0,159300.0,2.0,1.55
75609,48201251901,2016,9535.0,4.29,74191.0,123400.0,16.0,2.86
75626,48201251902,2016,5146.0,3.85,73250.0,138600.0,5.0,1.4
75643,48201252000,2016,14788.0,2.2,120711.0,228100.0,11.0,1.52
75660,48201252100,2016,1927.0,0.6,71481.0,92700.0,0.0,0.0
75677,48201252200,2016,7763.0,8.47,48630.0,108400.0,12.0,1.07
75694,48201252301,2016,9509.0,15.22,53542.0,99800.0,11.0,1.35
75711,48201252302,2016,12636.0,7.21,66515.0,111000.0,10.0,1.15
75728,48201252400,2016,6631.0,19.28,47273.0,80900.0,11.0,1.66
75745,48201252500,2016,4328.0,31.11,37188.0,55000.0,22.0,2.95
75762,48201252600,2016,7223.0,23.68,41017.0,80200.0,20.0,2.01
75779,48201252700,2016,4165.0,16.5,46837.0,117700.0,15.0,2.9
75796,48201252800,2016,7258.0,19.48,39432.0,79500.0,15.0,2.36
75813,48201252900,2016,8109.0,11.55,53571.0,86900.0,33.0,3.49
75830,48201253000,2016,4053.0,3.49,57899.0,92600.0,21.0,4.15
75847,48201253100,2016,9983.0,4.96,89261.0,131800.0,9.0,3.2
75864,48201253200,2016,10591.0,17.54,59361.0,147700.0,37.0,2.8
75881,48201253300,2016,3551.0,5.75,76554.0,124400.0,5.0,2.54
75898,48201253400,2016,678.0,7.07,45329.0,83500.0,3.0,2.16
75915,48201253500,2016,8528.0,21.81,38834.0,88800.0,36.0,2.27
75932,48201253600,2016,5569.0,23.65,42885.0,186300.0,69.0,4.12
75949,48201253700,2016,5517.0,9.39,57283.0,110500.0,13.0,0.89
75966,48201253800,2016,7698.0,21.82,51869.0,96300.0,60.0,7.53
75983,48201253900,2016,4309.0,20.38,44402.0,103400.0,47.0,4.75
76000,48201254000,2016,4372.0,11.59,44728.0,89800.0,43.0,6.66
76017,48201254100,2016,5759.0,20.21,39449.0,66200.0,22.0,2.46
76034,48201254200,2016,2807.0,17.66,44714.0,59900.0,13.0,3.81
76051,48201254300,2016,4959.0,26.34,32659.0,68400.0,23.0,2.84
76068,48201254400,2016,3049.0,31.62,27128.0,47400.0,20.0,4.95
76085,48201254500,2016,2382.0,22.18,43125.0,59300.0,21.0,5.53
76102,48201254600,2016,4356.0,21.61,40302.0,63700.0,19.0,3.75
76119,48201254700,2016,2677.0,10.51,63203.0,133900.0,26.0,6.9
76136,48201310100,2016,5626.0,47.34,37102.0,218500.0,47.0,2.4
76153,48201310200,2016,1595.0,4.24,101875.0,250800.0,0.0,0.0
76170,48201310300,2016,4366.0,18.03,41381.0,153600.0,19.0,1.66
76187,48201310400,2016,3628.0,37.82,25706.0,85700.0,14.0,1.68
76204,48201310500,2016,5024.0,25.93,34129.0,86200.0,20.0,1.97
76221,48201310600,2016,5646.0,19.58,35038.0,102400.0,24.0,2.02
76238,48201310700,2016,3813.0,25.28,42128.0,118000.0,17.0,2.25
76255,48201310800,2016,2461.0,32.68,24798.0,133200.0,1.0,0.16
76272,48201310900,2016,5380.0,35.07,24452.0,80400.0,28.0,2.22
76289,48201311000,2016,7398.0,35.92,26992.0,83500.0,43.0,3.61
76306,48201311100,2016,5894.0,15.4,36321.0,76700.0,20.0,1.98
76323,48201311200,2016,5327.0,24.05,36769.0,97700.0,20.0,2.24
76340,48201311300,2016,4943.0,21.68,41818.0,95400.0,4.0,0.75
76357,48201311400,2016,1595.0,30.25,48221.0,83600.0,9.0,3.27
76374,48201311500,2016,7112.0,22.2,42372.0,84500.0,20.0,1.66
76408,48201311700,2016,5558.0,34.2,28732.0,75700.0,33.0,2.61
76425,48201311800,2016,4853.0,36.06,33169.0,92700.0,11.0,1.69
76442,48201311900,2016,2379.0,23.02,39071.0,90900.0,6.0,1.85
76459,48201312000,2016,6058.0,2.11,36181.0,228800.0,6.0,0.6
76493,48201312200,2016,2232.0,34.8,21791.0,80600.0,41.0,5.83
76510,48201312300,2016,1819.0,30.48,23424.0,122000.0,29.0,4.22
76527,48201312400,2016,2152.0,38.31,19330.0,79000.0,24.0,3.08
76544,48201312500,2016,3752.0,16.52,80592.0,247800.0,10.0,1.02
76561,48201312600,2016,7102.0,5.87,115444.0,349800.0,12.0,0.44
76578,48201312700,2016,2032.0,18.12,46125.0,123400.0,25.0,3.75
76595,48201312800,2016,2334.0,59.78,14149.0,117300.0,24.0,4.36
76612,48201312900,2016,3511.0,24.08,34863.0,184300.0,31.0,2.6
76629,48201313000,2016,2569.0,6.63,37074.0,178500.0,49.0,6.08
76646,48201313100,2016,3193.0,3.35,73586.0,331700.0,9.0,0.75
76663,48201313200,2016,3938.0,17.97,38098.0,256600.0,60.0,7.29
76680,48201313300,2016,2637.0,23.82,38828.0,87600.0,47.0,11.24
76697,48201313400,2016,2937.0,12.82,35284.0,66700.0,40.0,5.71
76714,48201313500,2016,2610.0,33.39,28384.0,59600.0,43.0,9.47
76731,48201313600,2016,4566.0,34.16,30203.0,63100.0,36.0,3.51
76748,48201313700,2016,2507.0,10.88,40031.0,71700.0,17.0,3.8
76765,48201313800,2016,4490.0,29.38,20900.0,72200.0,93.0,6.09
76782,48201313900,2016,5037.0,8.26,55000.0,127100.0,23.0,0.98
76799,48201314001,2016,3045.0,7.5,45991.0,115100.0,5.0,0.4
76816,48201314002,2016,6782.0,14.67,43398.0,115700.0,13.0,0.34
76833,48201314300,2016,4326.0,20.79,29953.0,39900.0,48.0,2.41
76850,48201314400,2016,3440.0,9.6,52426.0,122500.0,1.0,0.07
76867,48201320100,2016,2909.0,22.84,30463.0,86700.0,24.0,3.39
76884,48201320200,2016,7476.0,29.03,40217.0,71000.0,41.0,3.16
76901,48201320500,2016,4648.0,10.5,43995.0,78900.0,6.0,2.41
76918,48201320601,2016,2473.0,24.01,37548.0,86200.0,2.0,0.51
76935,48201320602,2016,4636.0,14.89,37698.0,81100.0,13.0,1.75
76952,48201320700,2016,3963.0,11.83,39258.0,114100.0,28.0,2.86
76969,48201320800,2016,5483.0,18.1,41897.0,80900.0,10.0,1.46
76986,48201320900,2016,7700.0,18.83,45053.0,85700.0,77.0,8.2
77003,48201321000,2016,9523.0,26.17,36137.0,92700.0,22.0,2.4
77020,48201321100,2016,8166.0,9.63,54563.0,108400.0,21.0,1.75
77037,48201321200,2016,3531.0,38.99,28144.0,22400.0,17.0,1.71
77054,48201321300,2016,6640.0,17.93,38281.0,114700.0,104.0,7.48
77071,48201321401,2016,4632.0,25.05,35045.0,83000.0,9.0,1.9
77088,48201321402,2016,4338.0,15.67,62338.0,88900.0,8.0,1.64
77105,48201321500,2016,2977.0,36.02,25417.0,70300.0,54.0,7.27
77122,48201321600,2016,7190.0,18.17,53862.0,101000.0,19.0,3.19
77139,48201321700,2016,3352.0,12.78,55887.0,102600.0,9.0,4.69
77156,48201321800,2016,4171.0,17.17,32202.0,79100.0,3.0,0.92
77173,48201321900,2016,6100.0,16.5,48354.0,74800.0,18.0,3.4
77207,48201322100,2016,4226.0,27.96,31976.0,70300.0,54.0,8.19
77224,48201322200,2016,1459.0,16.09,30588.0,77000.0,20.0,7.33
77241,48201322600,2016,5784.0,11.91,47872.0,90900.0,3.0,0.54
77258,48201322700,2016,7322.0,18.98,47443.0,90000.0,15.0,1.86
77275,48201322800,2016,6104.0,15.34,44002.0,66300.0,22.0,3.99
77292,48201322900,2016,4125.0,24.77,36650.0,71300.0,23.0,4.26
77309,48201323000,2016,6898.0,31.52,26458.0,75700.0,40.0,2.29
77326,48201323100,2016,3737.0,38.92,24842.0,74300.0,57.0,7.22
77343,48201323200,2016,5129.0,9.7,51250.0,94000.0,10.0,1.82
77360,48201323300,2016,3973.0,26.0,28229.0,77500.0,12.0,1.62
77377,48201323400,2016,7732.0,31.86,39896.0,79700.0,13.0,1.25
77394,48201323500,2016,5400.0,28.48,29392.0,92200.0,23.0,1.53
77411,48201323600,2016,8070.0,10.71,49627.0,120400.0,11.0,0.73
77428,48201323701,2016,4158.0,6.48,51140.0,194100.0,14.0,0.94
77445,48201323702,2016,3022.0,14.69,40797.0,128800.0,1.0,0.13
77462,48201323801,2016,3483.0,5.14,62779.0,97700.0,1.0,0.37
77479,48201323802,2016,4986.0,16.64,47201.0,102800.0,19.0,2.85
77496,48201323900,2016,3884.0,23.68,27525.0,89200.0,4.0,0.31
77513,48201324000,2016,5504.0,0.65,64678.0,126700.0,5.0,1.03
77530,48201324100,2016,4969.0,34.0,28484.0,64900.0,55.0,6.33
77547,48201324200,2016,1540.0,24.25,26950.0,64900.0,1.0,0.55
77564,48201330100,2016,9407.0,17.91,51595.0,83800.0,13.0,2.17
77581,48201330200,2016,4386.0,31.6,37733.0,93500.0,17.0,3.23
77598,48201330301,2016,8222.0,11.95,63179.0,107500.0,17.0,8.5
77615,48201330302,2016,6036.0,9.06,58780.0,93100.0,15.0,3.45
77632,48201330303,2016,4203.0,8.07,49375.0,104700.0,14.0,1.52
77649,48201330400,2016,5143.0,20.09,36393.0,75700.0,9.0,1.32
77666,48201330500,2016,4537.0,19.17,41068.0,63700.0,6.0,1.37
77683,48201330600,2016,6464.0,19.22,42728.0,80600.0,28.0,4.38
77700,48201330700,2016,8483.0,21.86,41667.0,73900.0,26.0,2.95
77717,48201330800,2016,11288.0,11.83,63551.0,129800.0,17.0,1.92
77734,48201330900,2016,9234.0,21.97,46358.0,106900.0,53.0,3.66
77751,48201331100,2016,3308.0,25.1,24293.0,70300.0,24.0,2.62
77768,48201331200,2016,2833.0,28.51,23530.0,71700.0,27.0,2.69
77785,48201331300,2016,5571.0,26.53,31328.0,62000.0,28.0,4.3
77802,48201331400,2016,2303.0,82.23,8843.0,89100.0,13.0,1.24
77819,48201331500,2016,8301.0,12.8,50155.0,84800.0,46.0,7.06
77836,48201331601,2016,6707.0,19.97,36622.0,73300.0,34.0,4.0
77853,48201331602,2016,1933.0,32.76,28500.0,92900.0,27.0,4.12
77870,48201331700,2016,4038.0,24.72,37750.0,60600.0,14.0,2.34
77887,48201331800,2016,4377.0,22.28,25846.0,57100.0,49.0,7.39
77904,48201331900,2016,2738.0,13.36,29409.0,64700.0,28.0,6.21
77921,48201332000,2016,5450.0,44.55,20735.0,62500.0,35.0,3.53
77938,48201332100,2016,3017.0,28.25,33810.0,56900.0,13.0,4.08
77955,48201332200,2016,5008.0,35.03,30571.0,58500.0,21.0,4.17
77972,48201332300,2016,2958.0,21.83,33621.0,63400.0,10.0,3.13
77989,48201332400,2016,3896.0,24.37,31571.0,64900.0,26.0,6.9
78006,48201332500,2016,3126.0,21.0,36603.0,67500.0,17.0,7.73
78023,48201332600,2016,7726.0,24.6,31909.0,84800.0,42.0,4.64
78040,48201332700,2016,2634.0,40.53,29539.0,75100.0,1.0,0.31
78057,48201332800,2016,4766.0,32.21,26617.0,82600.0,37.0,4.14
78074,48201332900,2016,4979.0,32.19,28915.0,77700.0,29.0,3.65
78091,48201333000,2016,3305.0,16.87,52689.0,95000.0,13.0,5.0
78108,48201333100,2016,3827.0,24.66,33369.0,88300.0,20.0,2.87
78125,48201333201,2016,5129.0,29.16,27031.0,99500.0,88.0,7.92
78142,48201333202,2016,6082.0,19.9,31734.0,110600.0,294.0,15.45
78159,48201333300,2016,10837.0,27.36,31924.0,105900.0,88.0,3.91
78176,48201333500,2016,6028.0,28.17,33875.0,110700.0,103.0,6.72
78193,48201333600,2016,3698.0,8.4,68158.0,119400.0,12.0,4.35
78210,48201333700,2016,3063.0,21.73,43094.0,101100.0,5.0,1.69
78227,48201333800,2016,9990.0,18.38,50727.0,106900.0,22.0,2.0
78244,48201333901,2016,9382.0,9.26,65581.0,134600.0,4.0,1.9
78261,48201333902,2016,9084.0,15.93,49581.0,107800.0,47.0,2.73
78278,48201334001,2016,3114.0,9.24,37399.0,77900.0,59.0,7.07
78295,48201334002,2016,2473.0,3.39,55754.0,83800.0,19.0,1.73
78312,48201334003,2016,6954.0,10.12,54962.0,99700.0,24.0,2.5
78329,48201334100,2016,11662.0,17.87,47873.0,90100.0,31.0,0.97
78346,48201340100,2016,6153.0,15.59,43294.0,138200.0,23.0,1.43
78363,48201340201,2016,1663.0,0.0,97241.0,186600.0,0.0,0.0
78380,48201340202,2016,4955.0,0.4,148224.0,236100.0,2.0,3.17
78397,48201340203,2016,4791.0,4.41,95063.0,287200.0,3.0,0.73
78414,48201340301,2016,4161.0,1.0,182750.0,421200.0,0.0,0.0
78431,48201340302,2016,7208.0,2.54,108875.0,193400.0,3.0,1.54
78448,48201340400,2016,1431.0,1.53,140893.0,285100.0,0.0,0.0
78465,48201340500,2016,6992.0,9.41,46342.0,136200.0,99.0,6.3
78482,48201340600,2016,2534.0,2.13,99535.0,160700.0,3.0,5.66
78499,48201340700,2016,7881.0,12.49,66745.0,136200.0,1.0,0.12
78516,48201340800,2016,5868.0,4.51,101574.0,177100.0,1.0,0.38
78533,48201340900,2016,4848.0,8.47,44704.0,123900.0,29.0,1.75
78550,48201341000,2016,6632.0,4.82,51681.0,121100.0,25.0,0.92
78567,48201341100,2016,3782.0,14.54,43419.0,133900.0,35.0,2.23
78584,48201341201,2016,4340.0,16.41,55988.0,153900.0,22.0,1.29
78601,48201341202,2016,4963.0,7.6,65000.0,200700.0,26.0,2.25
78618,48201341301,2016,5051.0,14.48,41721.0,133800.0,28.0,1.57
78635,48201341302,2016,3137.0,16.85,48117.0,142600.0,13.0,0.93
78652,48201341400,2016,5370.0,3.26,105114.0,212700.0,4.0,2.12
78669,48201341501,2016,6788.0,3.35,92500.0,211400.0,23.0,1.84
78686,48201341502,2016,4454.0,11.86,75938.0,220600.0,24.0,2.33
78703,48201341600,2016,5938.0,5.58,75990.0,151400.0,10.0,2.2
78720,48201341700,2016,2660.0,2.8,64122.0,124000.0,7.0,2.03
78737,48201341800,2016,1770.0,7.66,74297.0,173800.0,16.0,8.25
78754,48201342001,2016,6820.0,1.01,102552.0,183700.0,0.0,0.0
78771,48201342002,2016,3549.0,5.76,80269.0,172700.0,1.0,0.28
78788,48201342100,2016,3988.0,11.82,69563.0,122900.0,8.0,2.83
78805,48201342200,2016,3687.0,10.32,54401.0,90600.0,10.0,1.08
78822,48201342300,2016,7486.0,8.83,51292.0,95200.0,20.0,1.82
78839,48201342400,2016,3610.0,10.02,58135.0,100100.0,9.0,1.65
78856,48201342500,2016,6016.0,1.57,74579.0,136800.0,9.0,1.12
78873,48201342700,2016,5062.0,8.35,67522.0,133900.0,6.0,0.98
78890,48201342800,2016,8797.0,3.01,113545.0,176700.0,2.0,1.32
78907,48201342900,2016,6015.0,8.99,73298.0,123000.0,0.0,0.0
78924,48201343000,2016,8084.0,8.93,62083.0,131500.0,9.0,0.66
78941,48201343100,2016,4605.0,8.95,74872.0,114400.0,5.0,1.08
78958,48201343200,2016,5175.0,2.4,93631.0,141600.0,0.0,0.0
78975,48201343301,2016,4581.0,5.35,76198.0,115900.0,2.0,0.83
78992,48201343302,2016,5182.0,5.6,90102.0,138800.0,3.0,0.89
79009,48201343600,2016,3384.0,8.01,49417.0,109300.0,9.0,1.7
79026,48201343700,2016,3252.0,17.48,46140.0,79700.0,9.0,2.16
79043,48201350100,2016,17030.0,3.5,86344.0,193500.0,18.0,2.75
79060,48201350200,2016,9130.0,2.99,66409.0,111500.0,34.0,6.81
79077,48201350300,2016,6612.0,3.31,76694.0,133800.0,8.0,3.62
79094,48201350400,2016,6304.0,15.01,51722.0,111400.0,32.0,3.85
79111,48201350500,2016,7975.0,15.22,51680.0,93000.0,62.0,7.05
79128,48201350601,2016,4702.0,1.02,85531.0,140400.0,11.0,1.8
79145,48201350602,2016,9112.0,1.69,93750.0,160100.0,11.0,1.4
79162,48201350700,2016,2370.0,2.4,77206.0,133300.0,3.0,2.54
79179,48201350801,2016,4960.0,9.33,61951.0,117600.0,34.0,3.6
79196,48201350802,2016,7883.0,5.49,74294.0,271200.0,25.0,1.42
79213,48201410100,2016,3912.0,18.81,54979.0,239400.0,30.0,1.65
79230,48201410200,2016,5296.0,2.5,109122.0,351000.0,4.0,0.16
79247,48201410300,2016,2496.0,5.52,76815.0,325200.0,7.0,0.68
79264,48201410401,2016,4015.0,1.58,94025.0,426000.0,7.0,0.58
79281,48201410402,2016,2815.0,3.25,98152.0,401000.0,4.0,0.45
79298,48201410500,2016,4385.0,1.62,91847.0,333300.0,8.0,0.49
79315,48201410600,2016,3485.0,3.48,95861.0,193900.0,17.0,0.79
79332,48201410701,2016,4303.0,0.0,60560.0,345000.0,15.0,0.92
79349,48201410702,2016,2911.0,9.27,37103.0,352200.0,21.0,1.47
79366,48201410800,2016,3663.0,3.02,48611.0,434500.0,6.0,0.32
79383,48201410900,2016,2637.0,11.93,63854.0,412500.0,5.0,0.39
79400,48201411000,2016,4855.0,1.09,89085.0,425000.0,14.0,0.55
79417,48201411100,2016,3803.0,2.92,117937.0,1043700.0,2.0,0.34
79434,48201411200,2016,1823.0,2.24,236875.0,2000001.0,0.0,0.0
79451,48201411300,2016,3659.0,8.89,77375.0,378000.0,21.0,1.08
79468,48201411400,2016,2805.0,0.0,188869.0,1115300.0,0.0,0.0
79485,48201411501,2016,5764.0,0.0,96568.0,426400.0,18.0,0.53
79502,48201411502,2016,3833.0,5.52,81919.0,250400.0,3.0,0.13
79519,48201411600,2016,2422.0,0.0,141792.0,668800.0,3.0,0.82
79536,48201411700,2016,2797.0,4.58,62398.0,95200.0,12.0,0.65
79553,48201411800,2016,4590.0,3.57,70263.0,481800.0,10.0,0.4
79570,48201411900,2016,3558.0,0.0,111449.0,621900.0,4.0,0.33
79587,48201412000,2016,3388.0,0.0,161500.0,840200.0,6.0,1.27
